content,label,title,tag,pre_label,confidence,pre_label_round
据 国防部 发布 ， 12 月 10 日 凌晨 ， 美军 两架 B － 52 战略 轰炸机 擅自 进入 中国 南沙群岛 有关 岛礁 邻近 空域 ， 中国 守礁 部队 对 美军 机 予以 警告 驱离 。 美方 的 所作所为 是 一种 严重 的 军事挑衅 行为 。 另据 外媒 ， 美方 辩解 称 ， “ 并 没有 飞 到 南海 岛礁 12 海里 内 的 想法 ” 。,0,[ ' 【 美 轰炸机 闯 中国 南海 国防部 ： 是 严重 的 军事挑衅 行为 】 ' ],[ ],0.0,0.9999991,0.00104184
美国 良善 之 家 收养 中国 残障儿童 中 的 又 一 奇迹 董郎行 的 微博 视频,1,[ ],"[ ' 美国 暴乱 ' ,   ' 美国 疫情 ' ,   ' 特朗普 称 将 调用 联邦 军队 维护 治安 ' ]",1.0,0.9999991,0.9780352
美国 这个 储备 ， 当真 是 打仗 的 架势 啊 ， 谁会想到 会 在 军舰 上 建立 这么 多 病房 。 明显 就是 为了 远程 作战 时候 的 准备 。 如果 不是 这次 病毒 ， 谁 能 想到 人家 的 底牌 ， 我们 一直 以为 十天 建 一个 医院 就 很 牛 了 ， 结果 人家 一下子 就 来 了 十艘 。 神速 啊 恩 威特 监控 专家 的 微博 视频,1,[ ],[ ],1.0,0.9999991,0.99949014
日本 富士 新闻网 报道 ， 据 日本政府 人士 透露 ， 两艘 中国 海军 护卫舰 出现 在 钓鱼岛 西北 80 海里 海域 。 这是 中国 海军 首次 出现 在 这 一 地区 。,0,[ ' 【 日媒称 中国 海军 护卫舰 出现 在 钓鱼岛 附近 】 ' ],[ ],0.0,0.9999991,0.40722486
“ 把 ISIS 控制区 的 边界 ， 刷 上 一层 厚厚的 猪油 ， 他们 就 跑 不 出来 了 ， 然后 再 集中 火力 歼灭 ！ ” — — 最高 司令官,0,[ ],[ ],0.0,0.9999991,0.03935
ISIS 到底 是 什么 组织 ？ 五分钟 科普 动画 带 你 快速 了解 。,0,[ ],[ ],0.0,0.9999991,0.00040863894
水上 水上 不行 ， 空中 空中 不行 ， 啧啧 嘶 … … 惊起 蛙声 一片,0,[ ],[ ' 台湾 新竹 空军基地 内 直升机 坠落 ' ],0.0,0.9999991,1.7114e-07
演唱 《 党 啊 ！ 亲爱 的 妈妈 》 的 殷秀梅 女士 和 蒋大为 先生 ， 都 是 美利坚合众国 公民 ， 美国 国籍 ， 他们 两个 还是 现役 中国 大陆 军人 。 我 只能 说 ， 这 他妈的 太 搞笑 了 。 。,1,[ ],[ ],1.0,0.9999991,0.9996266
以色列 军事情报 网站 DEBKAfile7 月 2 号 报道 ， 美俄 核潜艇 在 阿拉斯加 海底 爆发 冲突 ， 俄 潜艇 发射 鱼雷 击中 了 美国 潜艇 ， 美国 副 总统 彭斯 取消 了 原定 在 新罕 布什 内尔 州 的 活动 ， 被 紧急 召回 白宫 。,1,[ ],[ ],1.0,0.9999991,0.84218776
2006 年 4 月 31 号 ， 台湾 迎来 12 级 热带风暴 。 恶劣 天气 导致 台湾 山区 部分 道路 损毁 、 桥梁 坍塌 ， 为了 保证 贫困山区 孩子 能够 正常 上学 ， 时任 台湾 “ 总统 ” 马英九 迅速 调集 海军 ， 用 军人 的 身体 铸成 了 通往 上学 的 桥梁 。 台湾 《 泽恩 报纸 》 摄影记者 谢长廷 记录 下 了 这个 感人 的 瞬间 ， 该 照片 也 获得 “ DASHABEE ” 新闻奖 。,1,[ ],[ ' 军人 桥 ' ],0.0,0.9999991,0.1267743
周六 晚 位于 麻省 Worcester 的 军火库 被盗 ， FBI 和 当地 警察 介入 调查 ， 目前 并 没有 证据 表明 和 恐怖主义 有关 。 有 消息 称 ， 丢失 武器 包括 六部 半 自动步枪 ， 十部 手枪 ， 还有 其他 枪支 。 大家 还是 多 注意安全 ， 不要 往 人口 太 集中 的 地方 去,0,[ ' 【 军火库 被盗 】 ' ],[ ],1.0,0.9999991,0.96419746
高 军 : 军区 副司令 很 牛 逼 ， 儿子 在 境外 药迷性 侵 女士 ！ 老沉,1,[ ],[ ],1.0,0.9999991,0.67511886
2 月 26 日 早上 八点 二十六 分 ， 李 天一 已经 获得 取保 后审 ， 现正 回家 中 。,1,[ ],[ ],1.0,0.9999991,0.9987235
随着 土耳其 与 美国 矛盾 的 升级 ， 土耳其 律师 要 因 参与 政变 起诉 、 抓捕 因 切利 克 空军基地 的 美军 。 看看 土耳其 东边 占 全球 天然气 约 60% 的 储量 就 知道 土耳其 的 重要性 了 。 埃 尔多 安是 与 俄罗斯 一起 控制 黑海 分享 全球 最大 天然气 的 “ 瓶子 口 “ 呢 ？ 还是 与 美国 、 北约 一起 堵住 这个 “ 瓶子 口 ” 呢 ？ 埃 尔多 安 走钢丝 还 能 走 下去 吗 ？,0,[ ],[ ],1.0,0.9999991,0.7435507
美国 派出 35 艘 医疗 船 ， 每艘 船上 都 有 1000 到 1500 个 病床 和 其他 设施 。 这是 人类 与 病毒 的 一场 你死我活 的 战争 ！ 没有 退路 。 加拿大 · 西门 菲沙 大学,1,[ ],[ ],1.0,0.9999991,0.9272157
传为 美 激光 拦截 伊朗 导弹 的 视频 何 新 老家伙 的 微博 视频,1,[ ],[ ],1.0,0.9999991,0.9988253
今年 我 也 是 蛮 拼 的 ， 上半年 去 的 中途岛 号 航母 ， 下半年 去 的 珍珠港 。 但 很 遗憾 ， 在 珍珠港 没 能 登上 密苏里 号 战舰 。 理由 竟是 拒绝 中国 人 参观 ！ 那 是 一个 美国 人 纪念 烈士 的 地方 ， 曾经 多个 中国 旅行团 在 里面 说说笑笑 。 多次 警告 无效 ， 只好 取消 了 中国 人 参观 资格 。 几时 中国 人能 安静下来 ？ 学会 聆听 ， 学会 感受 ， 学会 静修,1,[ ],[ ],1.0,0.9999991,0.9565332
钓鱼岛 附近 已经 开火 了 ， 中国 在 封锁消息 ！ 我们 能 做 的 就是 把 日本 人 彻底 掩埋 ！ 抵制 他们 到 死 ！ 转 起来 我 的 同胞们 ！,1,[ ],[ ],1.0,0.9999991,0.99966544
路透社 刚刚 消息 称 ， 当地 时间 21 日 ， 美国商务部 公布 了 一份 所谓 “ 与 军方 有 关联 ” 的 中国 、 俄罗斯 实体 清单 ， 并 将 限制 其 购买 一系列 美国 商品 和 技术 。 报道 称 ， 这份 清单 提到 了 103 个 实体 ， 其中 包括 45 家 俄罗斯 实体 和 58 家 中国 实体 ...,0,[ ' 【 对 中 俄 捆绑 打压 ！ # 美 商务部 公布 所谓 与 军方 有 关联 实体 清单 # ， 103 家中 俄 实体 在 列 】 ' ],[ ],0.0,0.9999991,0.40450367
陈 一发 儿 在 直播 中 拿 中华民族 的 伤痕 调侃 南京大屠杀 ， 在 直播 中 嬉皮笑脸 的 唱 了 东三省 不保 啦 ， 鸦片战争 啦 ， 南京大屠杀 啦 ， 日本 刀 好 快 啊 ... 网友 翻到 她 以前 微博 也 有 发 一些 过激 言论 ， 作为 千万 粉丝 的 主播 这样 真的 好 吗 ？,0,[ ],[ ],0.0,0.9999991,0.30925578
搜狐 新闻 : 东海舰队 万炮 齐鸣 ， 目标 钓鱼岛 ： O 侯宁王 利群 袁裕来 律师,1,[ ' 【 明日 将 有 大事 发生 ， 解放军 大 动作 震动 美日 】 ' ],[ ],1.0,0.9999991,0.99999535
习近平 今天 中午 抵达 伊斯兰堡 ， 开始 对 巴基斯坦 进行 国事访问 。 在 习近平 所 乘 的 波音 747 专机 进入 巴基斯坦 领空 后 ， 巴方 出动 枭龙 战机 编队 护航 。 详见 ：,0,[ ' 【 巴基斯坦 枭龙 战机 为 习近平 护航 】 ' ],[ ],0.0,0.9999991,8.253574e-06
中国 海军 徐州 号 受创 ， 程度 不明 。 海监 船 当场 沉没 一艘 ， 潜艇 安全 返航 。 目前 双方 人员伤亡 情况不明 ， 但 钓鱼岛 已 被 中国 军队 控制 。 中国 东海舰队 、 济南军区 、 南京军区 、 福建 军区 已 进入 紧急 战备 状态 。,1,[ ],[ ],1.0,0.9999991,0.97373235
野外 “ 魔鬼 周 训练 ” 期间 ， 战士 们 冒雨 在 泥潭 中 练习 摔 擒 、 搏击 、 举 圆木 ... 近日 ， 武警 湖南省 总队 直属 支队 组织 官兵 开展 野外 训练 ， 旨在 锤炼 特战 硬功 ， 提高 恶劣 条件 下 处突 反恐 作战 能力 。 点图 ， 你 愿 为 英勇 的 战士 们 点 吗 ？,0,[ ' 【 泥水 之中 ， 他们 摔 擒 、 搏击 、 匍匐 前行 … [ 赞 ] 】 ' ],[ ' 微 镜头 ' ],0.0,0.9999991,0.000570646
皇军 和 八路军 亲善 珍贵 史料 流出,1,[ ],[ ],0.0,0.9999991,0.17231843
云南 边境 果敢 出现 缅甸 军人 抢劫 。 中国 武警 火速 出击 云南 边境 果敢 出现 缅甸 军人 抢劫 。 中国 武警 火速 出击 优酷,1,[ ],[ ],1.0,0.9999991,0.8755801
在 过去 ， 要 修建 一座 堡垒 ， 需要 花费 好几个 月 ， 乃至 几年 的 时间 。 但是 采用 这种 技术 之后 ， 任何 国家 的 军队 几乎 可以 在 数天 时间 内 就 打造 一座 坚固 的 兵营 ， 而且 里面 的 设施 应有尽有 。,0,[ ' 【 美军 几天 时间 就 打造 一座 堡垒 】 ' ],[ ],1.0,0.9999991,0.50004584
中国军方 在 钓鱼岛 首战告捷 。 中日 交火 45 分钟 ， 日方 宙斯 盾级 足 柄 号 驱逐舰 当场 被 击中 沉没 ， 金刚 号 受损 严重 ， 白 根号 护卫舰 返航 途中 沉没 ； 中方 东海舰队 徐州 号 护卫舰 受创 ， 一艘 海监 船 沉没 ， 潜艇 安全 返航 。 钓鱼岛 现 被 中国军方 控制 ， 16 架 战斗机 已 起飞 支援 。 济南 、 南京 、 福建 军区 已 进入 紧急 战备 状态 。,1,[ ' 【 求 证实 】 ' ],[ ],1.0,0.9999991,0.99981916
马 兆麟 1915 年 2 月 生于 甘肃省 靖远 陡城 ， 黄埔军校 第六期 学生 。 1936 年 黄埔军校 毕业 ， 分到 96 军 177 师 1058 团 ， 先后 担任 2 营 排长 、 连长 、 营长 。 1941 年任 1058 团团长 ， 在 中条山 战役 中 被 任命 为 84 师师长 、 17 军代 军长 。 至今 一直 生活 在 甘肃 农村 ， 捡破烂 为生 ， 生活 十分 凄惨 。,1,[ ],[ ],1.0,0.9999991,0.9993145
打 了 ， 打 了 。 中日 開戰 了 。 中日 釣魚島 激戰 45 分鐘擊 沉 一艘 日艦 。 O,1,[ ],[ ' 釣魚島 ' ],1.0,0.9999991,0.9997028
10 月 ， 一名 专门 刺探 军事情报 的 间谍 于 吉林省 长白 县 被 抓获 ， 口袋 中 藏有 一张 手绘 的 我军 边境 一线 兵力 分布图 伪装成 游客 、 在 进口 的 设备 中 植入 木马 … … 间谍 情报 机关 活动 其实 很 猖獗 ！ 维护 国家 安全 人人有责 ， 应多 像 朝阳区 群众 学习 啊,0,[ ' 【 当心 ！ 间谍 不 只 出现 在 电视剧 里 】 ' ],[ ],0.0,0.9999991,0.0014775561
我们 小时候 没有 汽车 ， 骑 自行车 会 很 开心 。 我们 没有 华丽 的 衣服 ， 穿 的确良 会 也 很 自尊 自爱 。 我们 没有 ipad ， 但是 我们 弹弹 玻璃球 也 会 开心 快乐 。 我们 在 教室 里 是 兄弟 姊妹 ， 内心 没有 贫富 的 差异 。 如今 的 孩子 看上去 得到 了 很多 ， 其实 却 失去 了 一个 少年儿童 最 应该 具备 的 幸福感 和 健康 身心 。 难道 几十年 中国 教育 错 了 吗 ？,0,[ ],[ ],0.0,0.9999991,0.24439485
以前 在 学校 犯了错 ， 回家 还 得 挨顿 胖 揍 ， 事过境迁 ， 老师 这 职业 有时候 也 就 尴尬 了,0,[ ],[ ],0.0,0.9999991,0.3224379
拣到 白娅倩 的 准考证 ， 考号 是 204101311 。 有 谁 认识 此 小朋友 请 让 她 \ \ 他 与 13830468131 的 人 联系 ， 别 耽误 了 高考 ， 大家 帮忙 转发 一下 。 谢谢 ！ 转 一个 1024 快乐 出发,1,[ ],[ ],1.0,0.9999991,0.9999738
这次 国考 ， 2.7 万个 招录 名额 共 吸引 近 140 万人 报名 ， 招考 人数 创 历史 新高 ， 但是 ， 平均 竞争 比 却是 5 年来 最低 。 本次 国考 也 被 称为 史上 最严 ， 因 《 刑法 修正案 ( 九 ) 》 实施 ， 出现 组织 作弊 行为 将 最高 获刑 7 年 。,0,[ ' 【 “ 史上 最严 ” 国考 ： 组织 作弊 最高 获刑 7 年 】 ' ],[ ],0.0,0.9999991,0.0016268
据 网友 礼拜天 天天 天天 天天 天天 爆料 ， 常德 某 中学 近日 为 防止 学生 抽烟 ， 出台 新规 ， 将 男生 厕所 的 门锁 下 了 。 另外 ， 高三 学生上课 期间 上 厕所 ， 无论 原因 一律 休学 至 高考 。 求证 ？ 真的 吗 ？,0,[ ' 【 曝 常德 一 中学 防 学生 抽烟 出新规 将 男厕 门锁 下 】 ' ],[ ' 常德 身边 事 ' ],1.0,0.9999991,0.9867051
《 未成年人 保护法 法 》 第六十二 条   父母 或者 其他 监护人 不 依法 履行 监护 职责 ， 或者 侵害 未成年人 合法权益 的 ， 由 其 所在单位 或者 居民 委员会 、 村民 委员会 予以 劝诫 、 制止 ; 构成 违反 治安管理 行为 的 ， 由 公安机关 依法 给予 行政处罚 。,0,[ ' 【 父母 及其 他 监护人 的 法律责任 】 ' ],[ ' 法律 伴 你 行 ' ],0.0,0.9999991,6.6472785e-05
有人 问 ： 怎么 不设 管理员 ？ 校长 ： 6 人 一年 30 万 工资 ， 只要 丢书 不超 30 万就值 ； 偷书 是 受 教育 不够 ， 多 看书 多受 教育 ， 偷拿 过书 也 会 放回 书架 。 年终 盘点 ， 原来 10 万册 书 变成 了 10 万 6 千册 。 不教而诛 谓之 虐 ， 为什么 总 有人 说 中国 人 素质 低 ？,1,[ ' 【 宁波 一 中学 图书馆 无门 无 管理员 馆 名叫 “ 信任 ” 】 ' ],[ ],0.0,0.9999991,0.11037886
现在 学生 发育 早 ， 挑衅 老师 表情 屌 。 少 家教 是 必须 的 ， 揪 着 老师 头发 跑 。 .,0,[ ],[ ],0.0,0.9999991,0.20902571
《 会计 职业规划 线路图 》 2013 年 人力 资源管理 师 ， 导游证 ， 半年 毕业 专升本 ， 物业管理 师 ， 会计证 协议 保过 班 ， 好 口碑 ， 好 机构 ， 好 培训 ， 百泰尚学 ， ...,0,[ ],[ ],0.0,0.9999991,0.006859914
帮忙 转 一下 ， 一名 北京 三中 的 学生 ， 叫 谢露 ， 13 岁 ， 消失 几天 了 ， 他 爸爸 的 号码 是 186 - 1109 - 8634 ， 或者 182 - 1018 - 3168 ， 爱心 接力 ， 我 的 好友 们 都 帮 她 忙 转下 ， 必有 好 报 ！ ！ ！,1,[ ],[ ],1.0,0.9999991,0.99991584
河南 南阳 宛城区 红泥 湾 镇 一 7 岁 二年级 女生 明明 ( 化名 ) 放学 后 被 班主任 老师 刘翔 宇叫 到 办公室 ... 一 小时 后 回到 家 神情 异常 ~ 下身 大出血 三 小时 ! 险些 丧命 ！ 强奸 幼女 的 畜生 配当 老师 ？ ！ 孩子 的 哭声 撕心裂肺 ~ 心灵 创伤 如何 抚平 ？ ！ ~,1,[ ' 【 7 岁 幼女 遭 班主任 强奸 险些 丧命 】 ' ],[ ],1.0,0.9999991,0.9981303
杜芝富 因为 新华字典 上 无 （ 自由 ） 二字 ， 今天 被 禁言 15 天 ， 请 看 新华字典 有无 （ 自由 ） 二字 的 证据 截图 ， 微博 管理员 微博 社区 委员会,1,[ ],[ ],1.0,0.9999991,0.9996617
浙江 师友 通报 ， 在 台州 黄岩区 院桥 中学 ， 初二 某 男 本周 因 琐事 纠纷 ， 持刀 将 三个 初三 学生 捅 死 ， 省委 宣传部 封锁 媒体 ， 不准 报道 ， 该 中学 有恃无恐 ， 不但 不 疏导 学生 情绪 ， 反而 控制 和 威胁 学生 。 请问 宣传部 等 ， 追问 教育 危机 难道 不比 粉饰 盛世 门面 继续 唱赞歌 更 重要 ？ 掩盖真相 就 能维稳 到底 ？,1,[ ' 【 维稳 机制 保 怪胎 】 ' ],[ ],1.0,0.9999991,0.99966836
学校 是 成都 文理学院 ， 把 那 人 开除 吧 。,0,[ ],[ ' 去 食堂 没带 饭卡 举报 阿姨 ' ],1.0,0.9999991,0.50485206
"近日 网 曝一 帖子 : 9 月 1 日 在 山阳县 幼儿园 , 好多 人 为了 给 孩子 报上 名 , 半夜 起来 的 也 有 , 可是 等到 早上 , 学校 大门 却 始终 大门 紧闭 。 为了 维持 现场 秩序 , 校方 连贴 二张 紧急通知 , 而 通知 中 竟然 称 父母 双方 都 必须 在 县直机关 单位 上班 者 才 符合 报名条件 。",0,[ ' 【 陕西 山阳县 一 公立 幼儿园 : 非 公务员 子女 不得 报名 】 ' ],[ ],0.0,0.9999991,0.014591325
2017 年 夏季 高考 第二天 。 今天下午 14 : 45 英语 试听 ， 为了 考生 有个 安静 的 考试 环境 ， 按城阳 交警 部署 ， 中队 已 在 14 : 30 — 15 : 30 对 重庆 北路 流亭 立交桥 至城阳 一中 东门 进行 交通管制 。 途经 车辆 请 绕行 ， 附近 车辆 禁止 鸣笛 ， 感谢 配合 。 青岛 交通广播 FM897 青岛 交警 城阳 交警 宣传科,0,[ ' 【 交通管制 提示 】 ' ],"[ ' 2017 高考 ' ,   ' 刘 sir 提醒 ' ]",0.0,0.9999991,0.013332747
第一 现场 ， 南通市 大学生 公寓 农校 学生 ， 因 室友 玩 英雄 联盟 太坑 被 乱 刀 砍死 ? ? ? ? ? ?,1,[ ],[ ' 南通市 奇葩 ' ],1.0,0.9999991,0.9986808
他们 是不是 认为 打人 不 犯法 ？ 浙江 杭州 一 初中生 宿舍 内遭 群殴 ， 被 骑 在 身上 打致 骨折 ！ 军武季 的 微博 视频,1,[ ],[ ],1.0,0.9999991,0.9978271
来自 山区 的 怀集 一中 这次 囊括 了 2012 年 理科状元 ！ 理科状元 ： 冯士佳 ， 高三 A12 班 ， 745 分 ， 其中 语文 147 分 ， 数学 150 分 ， 英语 149 分 ， 理综 299 分 。 也 是 是 广东省 历年 高考 理科 最高分 ！ 这 也 是 怀集 一中 自 建校 以来 ， 首次 有人 夺得 广东省 状元 ！,1,[ ' 【 2012 广东 高考状元 出炉 ： 理 745 分 】 ' ],[ ' 廣東 高考 狀元 ' ],1.0,0.9999991,0.9246562
明世 教育 机构 专升本 是 骗子 机构 大家 千万 不要 上当 他们 用 字眼 协议 套路 你 贷款 上课 不 给 退款 前期 给 你 误导 宣传,0,[ ],[ ],0.0,0.9999991,0.0002721855
全国政协 委员 王平 建向 党中央 建议 ： 取消 录取 农村 小孩 上 大学 资格 ， 不 鼓励 农村 孩子 上 大学 。 其 认为 农村 孩子 身上 有 很多 坏毛病 ， 农村 孩子 上 大学 ， 城市 孩子 会 被 影响 ， 这样 城市 的 孩子 会 变坏 ！ 中央 必须 采取 行政 手段 禁止 农村 孩子 上 大学 ； 农村 人 身上 很多 坏毛病 ， 任何 一个 有 文化 城里人 都 忍受 不了 。,1,[ ' 【 委员 如此 无德 】 ' ],[ ],1.0,0.9999991,0.99996936
夭折 的 厦门大学 准大一 新生 ！ 被 掉包 的 高考 成绩 ！ ！ 让 我们 帮 她 讨个 公道 ！,1,[ ],[ ],1.0,0.9999991,0.9454399
英国 国立 知山 大学 位于 英国 西 兰开夏郡 ， 毗邻 利物浦 ， 1885 年 建校 ， 为 国立 综合性 大学 ， 系 中英两国 政府 学位证书 互认 框架 协议 所 包括 的 英国 高等教育 机构 ， 在校学生 26000 多名 ， 教职工 4000 多名 ； 拥有 从 大学预科 、 专升本 、 专升硕 等 课程 ， 共计 250 多个 专业 ， 其中 硕士 以上 课程 的 学生 占 三分之二 。,0,[ ],[ ],0.0,0.9999991,0.30901948
