content_token,label,title,tag,pre_label,result,content,type
刚 出版 的 2013 新华字典 “ 自 ” 释义 中 已 无 “ 自由 ” 这个 词 。 有 网友 好事 ， 立即 查 了 手边 04 年版 、 2010 年 印刷 的 第 10 版 新华字典 ， 果然 发现 我们 曾 有 “ 自由 ” 。 再 看 新版 字典 ， 沒 了 自由 ， 却 多 了 自慰 。 尼玛 已经 无耻 到 何种地步 了 ？ 连 “ 自由 ” 都 要 阉割 ， 你们 想 回到 欧洲 中世纪 去 啊 。,1,[ ' 【 “ 自由 ” 被 抹杀 “ 自慰 ” 还 在 】 ' ],[ ],0,FALSE,刚出版的2013新华字典“自”释义中已无“自由”这个词。有网友好事，立即查了手边04年版、2010年印刷的第10版新华字典，果然发现我们曾有“自由”。再看新版字典，沒了自由，却多了自慰。尼玛已经无耻到何种地步了？连“自由”都要阉割，你们想回到欧洲中世纪去啊。,3
最 值得 中国 学生 认真 听 的 演讲 ： 如果 想要 伟大 ， 就 用 平凡 来 堆积 ， 时间 较长 ， 建议 先马 再 看 ！,0,[ ],[ ],1,FALSE,最值得中国学生认真听的演讲：如果想要伟大，就用平凡来堆积，时间较长，建议先马再看！,3
搞 中日 文化交流 的 不 认识 日本 国旗 ， 你 特 么 的 逗 谁 呢 ？ 你 不 懂 你 交流 你 大爷 呢 ， 而且 这种 旭日 旗 淘宝 都 买不到 ， 各种 百度 日本 国旗 也 不会 百度 出 旭日 旗 ， 只能 说 你们 心里 憋着 坏 南京师范大学 以后 等 你们 学校 教 出来 的 学生 再 去 为人师表 ， 呵呵 哒 ， 中国 人 都 被 你们 教成 精日 。,0,[ ],[ ' 南京师范大学 旭日 旗 ' ],1,FALSE,搞中日文化交流的不认识日本国旗，你特么的逗谁呢？你不懂你交流你大爷呢，而且这种旭日旗淘宝都买不到，各种百度日本国旗也不会百度出旭日旗，只能说你们心里憋着坏南京师范大学以后等你们学校教出来的学生再去为人师表，呵呵哒，中国人都被你们教成精日。,3
美国 高二 的 数学 ... 请用 一句 话 概况 你 的 感受 ！ ? 推荐 关注 笑 死 偶 了,1,[ ],[ ],0,FALSE,美国高二的数学...请用一句话概况你的感受！?推荐关注笑死偶了,1
美国 高二 的 数学 ... 请用 一句 话 概况 你 的 感受 ！,1,[ ],[ ],0,FALSE,美国高二的数学...请用一句话概况你的感受！,1
高校 又 出 凶杀案 ~ 浙江工业大学 一 女生 在 食堂 门口 被 男友 刺杀 男友 的 遗书 令人 。 。 。 O,1,[ ],[ ],0,FALSE,高校又出凶杀案~浙江工业大学一女生在食堂门口被男友刺杀男友的遗书令人。。。O,2
大家 看下 这 才 是 汇文 中毒事件 的 真相 麻烦 扩散 一下 听 同学 说 该 中毒 同学 现已 无 大碍 。 拜托 大家 扩散 一下 。,0,[ ],[ ' 北京 汇文 中学 ' ],1,FALSE,大家看下这才是汇文中毒事件的真相麻烦扩散一下听同学说该中毒同学现已无大碍。拜托大家扩散一下。,2
南京 某 小学 学生 向 当地 教育局长 写信 ， 请求 不要 取消 秋游 ， 信中用 “ 晴天霹雳 ” 、 “ 气疯 掉 了 ” 表达 秋游 渴望 。 当地 表示 ， 近期 南京 电梯 事故 致 16 名 秋游 小学生 受伤 ， 教育局 并未 取消 秋游 ， 目前 正 完善 安全措施 ， 将 尽快恢复 学生 秋游 。 （ 中国 江苏网 ）,0,[ ' 【 小学生 致信 教育局长 ： 不要 取消 秋游 】 ' ],[ ],1,FALSE,南京某小学学生向当地教育局长写信，请求不要取消秋游，信中用“晴天霹雳”、“气疯掉了”表达秋游渴望。当地表示，近期南京电梯事故致16名秋游小学生受伤，教育局并未取消秋游，目前正完善安全措施，将尽快恢复学生秋游。（中国江苏网）,4
我 弟弟 发给 我 的 ， 在 我们 家乡 张家界 慈利 江垭 ， 连续 大雨 汛情 严重 ， 山体 滑坡 。 眼见 着 一 整个 山体 在 慢慢 移动 ， 无能为力 。 希望 没有 人员伤亡 。 浏阳 河畔 的 717 的 微博 视频,1,[ ],"[ ' 南方 汛情 ' ,   ' 张家界 慈利 暴雨 ' ,   ' 慈利 山体 滑坡 ' ]",0,FALSE,我弟弟发给我的，在我们家乡张家界慈利江垭，连续大雨汛情严重，山体滑坡。眼见着一整个山体在慢慢移动，无能为力。希望没有人员伤亡。浏阳河畔的717的微博视频,2
这个 说法 我信 了 。 怎么 可能 机长 遇 事故 不 报 或者 找不着 一架 飞机 呢,1,[ ],"[ ' 马航 飞机 失联 ' ,   ' MH370 ' ]",0,FALSE,这个说法我信了。怎么可能机长遇事故不报或者找不着一架飞机呢,1
你 永远 不 知道 ， 明天 和 意外 哪 一个 先 来 ， 所以 好好 把握 现在 ， 莫 辜负 了 这 蹉跎岁月 。 做 想 做 的 事 ， 过 想要 的 生活 ， 爱 想要 爱 的 人 … … 上海 佛系 背包客 的 微博 视频,1,[ ],[ ' 日本 台风 地震 火山 一 起来 ' ],0,FALSE,你永远不知道，明天和意外哪一个先来，所以好好把握现在，莫辜负了这蹉跎岁月。做想做的事，过想要的生活，爱想要爱的人……上海佛系背包客的微博视频,4
今日 8 点 39 分 左右 ， 河南 睢县 职工 幼儿园 的 一辆 校车 与 一辆 货车 在 一 十字路口 处 发生 相撞 。 由于 受到 猛烈 撞击 ， 校车 所有 车 窗玻璃 破碎 ， 货车 侧翻 在 地 。 大部分 儿童 由于 受到 惊吓 不停 嚎哭 ， 有 儿童 受伤 浑身 是 血 。 目前 伤者 被 送往 中医院 接受 治疗 。,1,[ ' 【 河南 睢县 一 幼儿园 校车 与 货车 相撞 现场 惨烈 】 ' ],[ ],0,FALSE,今日8点39分左右，河南睢县职工幼儿园的一辆校车与一辆货车在一十字路口处发生相撞。由于受到猛烈撞击，校车所有车窗玻璃破碎，货车侧翻在地。大部分儿童由于受到惊吓不停嚎哭，有儿童受伤浑身是血。目前伤者被送往中医院接受治疗。,4
昨晚 ， 丽水 莲都区 雅溪 镇里 东村 发生 山体 滑坡 ， 山体 滑坡 一直 延伸 到 高速 路边 ， 近 二十 栋 房屋 被 埋 。 截至 目前 ， 已有 7 名 村民 被 救出 ， 并 送往 医院 救治 ， 其中 4 人因 抢救无效 死亡 。 据 初步统计 ， 仍 有 20 多名 村民 下落不明 ， 正在 全力 搜救 。 央视 新闻,0,[ ' 【 浙江 丽水 发生 山体 滑坡 7 人 被 救出 后 4 人不治 身亡 】 ' ],[ ' 丽水 山体 滑坡 ' ],1,FALSE,昨晚，丽水莲都区雅溪镇里东村发生山体滑坡，山体滑坡一直延伸到高速路边，近二十栋房屋被埋。截至目前，已有7名村民被救出，并送往医院救治，其中4人因抢救无效死亡。据初步统计，仍有20多名村民下落不明，正在全力搜救。央视新闻,2
雅安 地震 中 被 惊吓 的 熊猫 抱 着 救援 警察 的 腿 看着 这张 的 图片 心中 更加 伤感 天灾 给 我们 带来 了 多少 悲伤 但 我们 却 无法 改变 。 只能 祈祷 这次 伤亡 别 再 继续 了,1,[ ],[ ],0,FALSE,雅安地震中被惊吓的熊猫抱着救援警察的腿看着这张的图片心中更加伤感天灾给我们带来了多少悲伤但我们却无法改变。只能祈祷这次伤亡别再继续了,2
11 月 27 日晚 ， 哈尔滨市 交警支队 道 里 大队 五 中队 在 安国 街 与 安红街 交叉口 设卡 查车 ， 一辆 轿车 停 在 路边 后 ， 从 车上 下来 两名 男子 向 反 方向 逃跑 ， 最后 二人 被 控制 。 经 现场 呼气 式 酒精 检测 ， 二人 均 达到 醉驾 标准 。 其中 驾驶员 将 依法追究 其 刑事责任 ， 其 驾驶证 将 面临 吊销 ， 五年 内 不得 重 ...,0,[ ' 【 # 醉驾 男遇 交警 查车 逃跑 被 控制 # 】 ' ],[ ],1,FALSE,11月27日晚，哈尔滨市交警支队道里大队五中队在安国街与安红街交叉口设卡查车，一辆轿车停在路边后，从车上下来两名男子向反方向逃跑，最后二人被控制。经现场呼气式酒精检测，二人均达到醉驾标准。其中驾驶员将依法追究其刑事责任，其驾驶证将面临吊销，五年内不得重...,4
昨晚 不是 四川 地震 吗 ， 一起 肝火 影 游戏 的 一个 朋友 好像 就 在 那 附近 ， 然后 我们 就 召唤 他 问一问 ， 他 说 他 在 伊犁 结果 伊犁 地震 了 ， 现在 已经 找 不到 他 了 ， 希望 黎明 能 好好 的 到时候 大家 都 给 他 捐 四代 碎片,0,[ ],[ ],1,FALSE,昨晚不是四川地震吗，一起肝火影游戏的一个朋友好像就在那附近，然后我们就召唤他问一问，他说他在伊犁结果伊犁地震了，现在已经找不到他了，希望黎明能好好的到时候大家都给他捐四代碎片,1
今晚 ， 东方明珠 亮 红白 蓝三色 灯 ， 向 同为 WFGT （ 世界 高塔 协会 ） 成员 的 法国巴黎 艾菲尔 塔 表达 哀思 。 同一天 里 ， 浙江 发生 山体 滑坡 、 广西 出现 罕见 暴雨 、 巴黎 遭遇 恐怖袭击 ... 天灾人祸 前 ， 生命 显得 如此 脆弱 ！ 今夜 ， 你 愿意 与 东方明珠 一起 ， 为 那些 逝去 的 生命 ， 点上 一根 蜡烛 吗 ？,0,[ ],[ ' 夜猫子 时间 ' ],1,FALSE,今晚，东方明珠亮红白蓝三色灯，向同为WFGT（世界高塔协会）成员的法国巴黎艾菲尔塔表达哀思。同一天里，浙江发生山体滑坡、广西出现罕见暴雨、巴黎遭遇恐怖袭击...天灾人祸前，生命显得如此脆弱！今夜，你愿意与东方明珠一起，为那些逝去的生命，点上一根蜡烛吗？,4
据 四川 邻水县 委 宣传部 最新消息 ， 目前 车祸 已致 8 人 死亡 ， 29 人 受伤 ， 具体 伤亡 情况 和 伤亡 人员 基本 信息 正在 进一步 核实 。 事故 原因 在 进一步 调查 中 。 （ 央视 记者 郑波 ）,0,[ ' 【 包茂 高速 达渝段 车祸 死亡 人数 上升 为 8 人 29 人 受伤 】 ' ],[ ],1,FALSE,据四川邻水县委宣传部最新消息，目前车祸已致8人死亡，29人受伤，具体伤亡情况和伤亡人员基本信息正在进一步核实。事故原因在进一步调查中。（央视记者郑波）,2
遇难 的 博士后 孟 某某 32 岁 ， 是 家中 长子 ， 弟弟 也 是 博士 。 据 了解 ， 孟母 为 供 儿子 读书 ， 每日 早 五六 点 出门 卖 鸡蛋 ， 夜里 近 10 点 回家 。 而 在 事发 前一晚 ， 孟 还 致电 家中 ， “ 说 被 南京 某大学 录取 ， 下周一 去 签约 任教 ， 却 出 了 这种 事 。 ”,0,[ ' 【 清华 实验室 爆炸 32 岁 博士后 遇难 母亲 卖 鸡蛋 供其 上学 [ 悲伤 ] 】 ' ],[ ],1,FALSE,遇难的博士后孟某某32岁，是家中长子，弟弟也是博士。据了解，孟母为供儿子读书，每日早五六点出门卖鸡蛋，夜里近10点回家。而在事发前一晚，孟还致电家中，“说被南京某大学录取，下周一去签约任教，却出了这种事。”,2
所谓 成熟 就是 ， 你 要 习惯 任何人 的 忽冷忽热 ， 也 要 看淡 任何人 的 渐行 渐远 。,0,[ ],[ ],1,FALSE,所谓成熟就是，你要习惯任何人的忽冷忽热，也要看淡任何人的渐行渐远。,1
可怕 ！ 武汉 公交 又 出事 了 ！ 今天 中午 ， 公交 593 撞 上 了 等 红灯 的 水泥 罐车 ， 公交车 头 被 撞 碎 ， 希望 没 人 受伤 上次 武汉 出事 的 也 是 593,1,[ ],[ ],0,FALSE,可怕！武汉公交又出事了！今天中午，公交593撞上了等红灯的水泥罐车，公交车头被撞碎，希望没人受伤上次武汉出事的也是593,3
揪心 。 Ryuichi _ Sakamoto _ 的,1,[ ],[ ' 埃航 黑匣子 数据 成功 提取 ' ],0,FALSE,揪心。Ryuichi_Sakamoto_的,1
自求多福 ? ? ? ? ? ? 重庆 到 利川 避暑 的 自驾车 不幸 坠河 。 先车 在 小河沟 陷得 不深 ， 完全 可以 从 车窗 往外 转移 车内 人 。 因 当时 的 水 只 淹没 腿部 ， 完全 可以 救出 车 内 所有 乘客 。 由于 车上 人 固执 ， 导致 错过 救人 关键 时机 ， 车上 的 人 慢慢 在 深水 中沉 沒 。 夜闻会 的 微博 视频,1,[ ],[ ' 新闻 ' ],0,FALSE,自求多福??????重庆到利川避暑的自驾车不幸坠河。先车在小河沟陷得不深，完全可以从车窗往外转移车内人。因当时的水只淹没腿部，完全可以救出车内所有乘客。由于车上人固执，导致错过救人关键时机，车上的人慢慢在深水中沉沒。夜闻会的微博视频,2
美国 当地 时间 10 月 10 日 ， 飓风 “ 迈克尔 ” 登陆 美国 佛罗里达州 ， 最高 风速 达 250 千米 / 时 。 树木 被 连根拔起 ， 屋顶 被 掀翻 在 地 ， 汽车 陷在 洪水 当中 ， 飓风 所到之处 ， 一片狼藉 。 要 知道 ， 飓风 在 整个 生命周期 中 所 释放 的 能量 ， 远比 一颗 核弹 的 能量 巨大 。 → O,0,[ ' 【 飓风 “ 迈克尔 ” ： 史上 罕见 的 破坏 威力 】 ' ],[ ],1,FALSE,美国当地时间10月10日，飓风“迈克尔”登陆美国佛罗里达州，最高风速达250千米/时。树木被连根拔起，屋顶被掀翻在地，汽车陷在洪水当中，飓风所到之处，一片狼藉。要知道，飓风在整个生命周期中所释放的能量，远比一颗核弹的能量巨大。→O,2
心痛 九寨沟 火花 海毁 了 诺日朗 瀑布 发生 垮塌 ， ” 再见 了 ” 昔日 的 九寨沟 。 美丽 的 九寨沟 ， 美丽 的 四川 ， 我们 还 回得去 么 ？ 一定 会 的 ！,0,[ ],"[ ' 摄影 ' ,   ' 摄影 人 ' ]",1,FALSE,心痛九寨沟火花海毁了诺日朗瀑布发生垮塌，”再见了”昔日的九寨沟。美丽的九寨沟，美丽的四川，我们还回得去么？一定会的！,3
发布 了 头条 文章 ： 广州 高铁 站 玩 手机 被 夹住,1,[ ],[ ],0,FALSE,发布了头条文章：广州高铁站玩手机被夹住,2
美国 一个 街区 发生爆炸 ， 具体 什么 原因 不详 … … 长治 吴沪先 的,1,[ ],[ ],0,FALSE,美国一个街区发生爆炸，具体什么原因不详……长治吴沪先的,2
某省 某地 纪委书记 汪 同志 认为 网民 是 暴民 是 敌人 ， 但 他 对 同 是 日籍 网民 的 苍井空 却是 十分 的 暧昧 ...... 纪委书记 大人 爱憎分明 ！ by 网络 更 多 热点新闻 请 关注 新闻 坊,1,[ ' 【 图中 可 看出 一个 领导 的 情怀 】 ' ],[ ],0,FALSE,某省某地纪委书记汪同志认为网民是暴民是敌人，但他对同是日籍网民的苍井空却是十分的暧昧......纪委书记大人爱憎分明！by网络更多热点新闻请关注新闻坊,0
“ 宴席 赛过 皇宫 ， 20 警车 助阵 ， 百万 礼金 入囊 ” ， 这是 近日 网络 盛传 的 湖南省 司法厅 副厅长 王 亲生 儿子 婚宴 景象 。 “ 中国 网 事 ” 记者 调查核实 ， 确有 警车 出现 在 婚宴 现场 ， 但 网贴 所 曝 “ 厅长 率 全省 司法 系统 100 余人 助阵 、 敛财 百万 ” ， 当事人 却 有 不同 说法 。,0,[ ' 【 湖南 司法 副厅长 “ 警车 门 ” 调查 】 ' ],[ ],1,FALSE,“宴席赛过皇宫，20警车助阵，百万礼金入囊”，这是近日网络盛传的湖南省司法厅副厅长王亲生儿子婚宴景象。“中国网事”记者调查核实，确有警车出现在婚宴现场，但网贴所曝“厅长率全省司法系统100余人助阵、敛财百万”，当事人却有不同说法。,4
毛泽东 用过 的 电影 放映 设备 及 豪华 个人 影院 ， 专看 进口 片 和 “ 内部 片 ” 。 可 那 时候 ， 民间 有人 偷听 个 邓丽君 就 被 枪毙 或 判刑 了 。,1,[ ],[ ],0,FALSE,毛泽东用过的电影放映设备及豪华个人影院，专看进口片和“内部片”。可那时候，民间有人偷听个邓丽君就被枪毙或判刑了。,2
有些 媒体 虽圈 ， 但 也 只能 天天 看 余杭 余杭 新闻网 小强 热线 都市快报 钱江晚报 钱江晚报 余杭 生活 央视 新闻 社会 新闻 大 爆料 社会 维权 曝光 民生 报道 关注 凤凰卫视 凤凰卫视 胡玲 文汇报 路透 中文网 Reuters 华尔街日报 中文网 纽约时报 中文网 twitter 中文 讯息 海 de 公园 de 梦想 黒 幇,1,[ ],[ ],0,FALSE,有些媒体虽圈，但也只能天天看余杭余杭新闻网小强热线都市快报钱江晚报钱江晚报余杭生活央视新闻社会新闻大爆料社会维权曝光民生报道关注凤凰卫视凤凰卫视胡玲文汇报路透中文网Reuters华尔街日报中文网纽约时报中文网twitter中文讯息海de公园de梦想黒幇,1
张昂 ， 前日 截查 一辆 名牌 越野车 时 ， 司机 突然 开车 ， 并 将 其 拖行 20 米 ， 期间 女警 的 ...,1,[ ' 【 华阴市 副 市长 的 车 对 西安 警花 下毒手 ！ 】 华阴市 副 市长 的 车 对 西安 警花 下毒手 ！ 【 西安 警花 张昂 ， 拦截 高官 车 ， 竟然 遭 碾断 手 】 ' ],[ ],0,FALSE,张昂，前日截查一辆名牌越野车时，司机突然开车，并将其拖行20米，期间女警的...,2
党和国家 最低 领导人 生产队长 下发 的 红头文件,1,[ ],[ ],0,FALSE,党和国家最低领导人生产队长下发的红头文件,2
哼 - 看 我 眼神 ： 《 一场 设在 大街 上 的 简朴 婚礼 》 主人 作为 某乡 的 乡长 ， 由衷 地 感叹 ： “ 没有 党 就 没有 我 的 幸福生活 ！ 社会主义 好 ！ 社会主义 很 先进 ！ ” 本人 也 由衷 地 感叹 : 一年 天朝 乡 ， 十万 血花 银 。,1,[ ],[ ],0,FALSE,哼-看我眼神：《一场设在大街上的简朴婚礼》主人作为某乡的乡长，由衷地感叹：“没有党就没有我的幸福生活！社会主义好！社会主义很先进！”本人也由衷地感叹:一年天朝乡，十万血花银。,0
根据 新 调整 的 住宿 标准 ， 省部级 官员 在 北京 、 上海 两地 最高 可以 入住 1100 元 标准 酒店 ， 其他 省份 是 800 或 900 元 ， 司局级 和 处级 及 以下 干部 的 住宿 标准 也 有 不同 幅度 的 提升 。 如 超标 ， 违规 资金 不但 会 被 追回 ， 还 可能 被 通报 处分,0,[ ' 【 公务员 注意 ！ 明年 1 月 1 日起 差旅费 执行 新 标准 ， 超标 后果 很 严重 】 ' ],[ ],1,FALSE,根据新调整的住宿标准，省部级官员在北京、上海两地最高可以入住1100元标准酒店，其他省份是800或900元，司局级和处级及以下干部的住宿标准也有不同幅度的提升。如超标，违规资金不但会被追回，还可能被通报处分,4
我 从小 怕 老鼠 ， 但是 不怕 蛇 。 后来 ， 有位 朋友 知道 此事 ， 大为 惊讶 。 我 说 ， 有 什么 好 惊讶 的 ， 不是 还有 那么 多人 ， 某党治下 都 欢蹦乱跳 的 活着 ， 反倒 害怕 什么 “ 列强 ” 么 ？,0,[ ],[ ],1,FALSE,我从小怕老鼠，但是不怕蛇。后来，有位朋友知道此事，大为惊讶。我说，有什么好惊讶的，不是还有那么多人，某党治下都欢蹦乱跳的活着，反倒害怕什么“列强”么？,0
封 吧 中国 人 的 账户 基本 在 推特 不能 说话 都 一 发言 就 封号 。 微博上 应该 把 美分 公知 ? ? 的 账号 全部封 了 先 把 洛杉矶 房东 Kevin 在 纽约 封 了 ？,0,[ ],[ ' 美 共和党 议员 要求 推特 封禁 中国 账户 ' ],1,FALSE,封吧中国人的账户基本在推特不能说话都一发言就封号。微博上应该把美分公知??的账号全部封了先把洛杉矶房东Kevin在纽约封了？,3
新华网 ： 欧洲 移民 又 推新 渠道 ， 10 万 瑞典克朗 （ 约 10 万元 RMB ） 成立 一家 公司 即可 获 全家 居留 许可 。 无 经营范围 限制 ， 无 员工 数量 要求 ， 无须 收入 证明 。 即可 与 瑞典人 享有 同等 的 “ 从 摇篮 到 坟墓 ” 的 福利 与 政策 ， 免费 教育 ， 免费 医疗 ， 父母 津贴 ， 儿童 津贴 ， 学习 津贴 ， 失业 救济 同时 享有 。,1,[ ' 【 10 万元 可 全家 移民 瑞典 ？ 】 ' ],[ ],0,FALSE,新华网：欧洲移民又推新渠道，10万瑞典克朗（约10万元RMB）成立一家公司即可获全家居留许可。无经营范围限制，无员工数量要求，无须收入证明。即可与瑞典人享有同等的“从摇篮到坟墓”的福利与政策，免费教育，免费医疗，父母津贴，儿童津贴，学习津贴，失业救济同时享有。,2
