content,label,title,tag,predicted_label,result
"刚刚那个打交警的外国留学生，叫RIZWAN,HAFIZMUHAMMAD，是巴基斯坦人，也是福建农大与巴基斯坦费萨拉巴德农业大学联合培养的博士生。厨子磨刀关注一线警察法律面前外国人可以优先？！说的人人平等呢？",1,[],[],0,FALSE
这是全世界文科生的榜样啊。！！我的世界观崩塌得一塌糊涂。。。。（by人人爱重庆）,0,[],[],1,FALSE
今天早上，一中考点，一群穿旗袍的妈妈们在门口着实靓丽。网传穿旗袍寓意着孩子“旗开得胜”，看来所传非虚。妈妈们用心良苦呀！加油！高考生！祝你们“旗开得胜”！（供图：梁小姐）,0,['【郴州一中门口妈妈们穿旗袍祝考生旗开得胜！】'],['郴州身边事'],1,FALSE
高校又出凶杀案~浙江工业大学一女生在食堂门口被男友刺杀男友的遗书令人。。。O,1,[],[],0,FALSE
据本台记者消息，地震导致新北市一处变电箱爆炸，引发附近住宅发生火灾，致1死1伤。据统计，这次地震是今年台湾发生的第三起六级以上地震。,0,['【新北市一变电箱爆炸致1死1伤】'],['台湾地震'],1,FALSE
在驾驶舱玻璃爆碎、仪表盘开裂、无线电中断、高空失压和零下几十度的恶劣情况下，靠目视成功备降，临危不乱英雄本色！他们是川航英雄机长刘传健、受伤的90后副机长、所有机组人员向他们致敬！日更视频的...,0,[],['川航英雄机长'],1,FALSE
人民网：失联航班或有乘客冒充他人混上飞机。详见新闻截图,0,[],[],1,FALSE
牛博河南开封，昨天晚上的事儿，电动车充电引起，楼梯间有虹吸效应，2分钟烧穿16层，一点跑的机会都没有，所以楼梯间千万不要存放电动车和给电动车充电，也不可以放任何杂物。太恐怖了。请大家把视频和说明发送给亲朋好友及各社区群，要求各社区宣传至每个人。潇洒友A的微博视频,1,[],"['拯救不开心', '迷惑行为大赏']",0,FALSE
黔西汽车站(黔西--协合)爆炸事件，死十几个，伤几十几，新闻报道说伤9个，重伤三个，到底在隐藏什么？？,1,[],[],0,FALSE
我们究竟为什么把这种二货当成国宝：地震中国宝们身手了得，及时自救，死死抱住蜀黍的腿via国际在线,1,[],[],0,FALSE
中国地震台网自动测定：03月17日10时16分在四川内江市威远县附近（北纬29.59度，东经104.78度）发生3.1级左右地震，最终结果以正式速报为准。（震长）,0,[],['地震快讯'],1,FALSE
网友爆料今天晚上，恒泰门口发生一起车祸，现场一疑似学生伢倒地不起，摩托车以及碎片都散落在不远处！掌上安陆的...,0,['【安陆恒泰广场门口发生一起车祸】'],['孝感身边事'],1,FALSE
4月10日凌晨3点14分，河南龙宇能源股份有限公司永城市陈四楼煤矿北翼12采区发生煤与瓦斯突出事故。此次事当班工人说，事故死亡人说已经超过十人，一人获救，获救者向外泄露了死亡人数的实情已被警方控制，愿逝者安息，能得到应有的公道，,1,[],[],0,FALSE
一个中国男人悲催的一生，吴好运竟然真无好运。愿在天堂转好运！,1,[],[],0,FALSE
作者：官民皆守新闻法由中国国务院研究室、中央党校研究室、中国社会科学院等部门近日推出一份调查报告披露：中国的亿万富豪百分之九十以上是高干子女，其中有2900多名高干子女，共拥有资产二万多亿。在金融、外贸、国土开发、大型工程、证券O,1,['【官方承认：九成先富是高干子女】'],[],0,FALSE
“宴席赛过皇宫，20警车助阵，百万礼金入囊”，这是近日网络盛传的湖南省司法厅副厅长王亲生儿子婚宴景象。“中国网事”记者调查核实，确有警车出现在婚宴现场，但网贴所曝“厅长率全省司法系统100余人助阵、敛财百万”，当事人却有不同说法。,0,['【湖南司法副厅长“警车门”调查】'],[],1,FALSE
福建省纪委消息：福建省厦门市人民政府党组成员、副市长李栋梁涉嫌严重违纪，目前正接受组织调查。,0,['【厦门副市长李栋梁被查】'],['时局'],1,FALSE
有些媒体虽圈，但也只能天天看余杭余杭新闻网小强热线都市快报钱江晚报钱江晚报余杭生活央视新闻社会新闻大爆料社会维权曝光民生报道关注凤凰卫视凤凰卫视胡玲文汇报路透中文网Reuters华尔街日报中文网纽约时报中文网twitter中文讯息海de公园de梦想黒幇,1,[],[],0,FALSE
我从小怕老鼠，但是不怕蛇。后来，有位朋友知道此事，大为惊讶。我说，有什么好惊讶的，不是还有那么多人，某党治下都欢蹦乱跳的活着，反倒害怕什么“列强”么？,0,[],[],1,FALSE
美国总统特朗普10月29日在接受美媒Axios采访时说，正计划签署一项行政命令，取消“非美国公民的孩子只要出生在美国就可以获得公民身份”的政策。特朗普说，已经通过律师提出了终止这项政策的想法。“人们总是告诉我，你需要一个宪法修正案，你猜怎么c,0,['【特朗普称计划取消“在美出生即获公民权”政策】'],[],1,FALSE
19小时内，中纪委先后在上海、北京拿下首虎，反腐地图覆盖31个省份。《新闻极客》统计显示，十八大后各地落马的省部级“老虎”59名，有两名女老虎，山西7只老虎堪称“老虎窝”，多数老虎为1950年至1959年出生。,0,['【中纪委反腐集齐31省份“首虎”，都有哪些门道？】'],['新浪独家'],1,FALSE
阳朔变泽国，似乎未见官媒报道，都忙着帮美帝人民监督美帝政府了。——摘自网络,1,[],[],0,FALSE
「求辟谣：常务副市长陈尸护城河」原铁岭市常务副市长清华才子袁卫亮尸沉沈阳护城河！当地有关部门及个别领导正在全力以赴不惜代价不择手段组织在各大论坛贴吧博客删帖，仅此一贴，即创昨日中国删帖经济历史最高，个别管理单笔收入超过10万元，现在关于袁卫亮死讯99%以上都打不开，令死因扑朔迷离。,1,[],[],0,FALSE
吴某，某市公安局副局长，中共党员。浏览朋友圈时，他分享了关于一国两制文章，并罔顾一国两制政策出台背景与实际，发表评论大肆抨击、公然否定。吴某社会关系广，其观点被广泛转发影响恶劣,0,['【公安副局长在朋友圈批评一国两制被指妄议中央】'],[],1,FALSE
???按比例死亡。。这病毒是学数学专业的。拜托啦政府??，别再公布数据啦，我们认了我们信了，不用再为了让数据可防可控，操劳过度了吧。给内些无辜死去的人，留点儿不碍事儿的尊严，也能算在内数据里面吧！别让他们，再自费医疗，自费运尸，自费丧葬，别再让绝户门儿的孩子，再自费办理孤儿手续吧,1,[],[],0,FALSE
赵茂涵无辜吗？无辜个锤子！网传的朋友圈截图，这不就是在“钓鱼”吗？或者说是在钓凯子？还“我在想你”，虽然染上新冠不是她本意，当然没人想得新冠了！可是，成都确实是因为她和她的家人遭灾了！相比之下，其他什么也没干人，不是更无辜吗？,1,[],[],0,FALSE
一年前，2019年11月5号，武汉有八人因传播新冠谣言被捕，一举成为新世纪新闻。而今天新冠肺炎已蔓延全世界造成一百多万人死亡，目前尚无有效药物控制病毒继续蔓延。,1,[],[],0,FALSE
可孚酒精棉片150片酒精棉片这东西，我强烈建议备一点，手机每天都需要擦一擦的，据说一天不擦，手机上的细菌比马桶盖还要多,0,['【￥9.9】'],[],1,FALSE
新疆喀什地区疏附县新增137例无症状感染者，让人心头一惊。这一事实再次说明，局部暴发疫情的风险仍然存在。面对新状况，不能乱了阵脚慌了神，也不能掉以轻心慢三拍。从流调到核酸检测，从联合作战到启动一级响应，应对越周全效果越明显。迎击疫情，克敌制胜，千万莫疏忽！?,1,['【#你好，明天#】'],[],0,FALSE
这就有些带节奏了，杭州这边没重男轻女那么严重。倒是批评狗乱养才是真的酷酷的LcLc的微博视频,1,[],['杭州一女生感染狂犬病脑死亡'],0,FALSE
经过5年全面严格的审查后，三文鱼成为首个登上餐桌的转基因动物。这种三文鱼18个月就能长成成体，传统三文鱼则需要三年。美农业部生物技术国家顾问委员会成员艾莉森接受了果壳网专访，她的第一反应是：他们居然用了这么久才批？,0,['【平价三文鱼时代到了？转基因三文鱼获FDA批准】'],[],1,FALSE
这个竖线代表什么意思呢？指甲上的竖线代表一个人体质的好坏，如果体力透支，精神长期疲劳的话，竖线就会越来越多哦！年轻人如果已经有了的话，就说明呼吸系统和神经系统有压力，赶紧调整好生活规律，趁着春光明媚郊游一番，呼吸新鲜空气吧！,1,['【你的指甲上有一条条竖线吗？】'],[],0,FALSE
纪念李文亮医生大理白族自治州·喜洲古镇,1,[],[],0,FALSE
昨天在青岛17点35分调频93.1发布青岛第一起埃博拉。所谓的谣言止于智者，也只是自我安慰！其实对于此类事件最清楚的莫过于政客！真亦是假，假亦是真，为了自己生命安全还是慎重出行！不要相信所谓权威媒体，在中国是不存在的！CCAV都经常播虚假购物广告。,1,[],[],0,FALSE
瑞典科学家的一项最新发现指出，女孩每天喝咖啡若超过三杯，她们的乳房可能会变小。因为半数女性体内含有一种特殊基因，由于这种基因，当她们摄入咖啡因时，乳房就会缩小。以星巴克LOGO为证！,1,['【[吃惊]喝咖啡可能会让你的胸部变小】'],[],0,FALSE
永康中医院，今天死亡一例外地归来患者（永康本地人），死因：发烧头痛。没做病毒培养、没有送省卫生厅。大家相互转告，注意预防H7N9永康新青年,1,[],[],0,FALSE
砖家证实接吻也可怀孕，哥表示鸭梨很大！,1,[],[],0,FALSE
，没了健康宝，什么也做不了，上班也迟到了，希望能尽快修好，加油健康宝！北京人北京事儿的微博视频,1,[],"['北京健康宝崩了', '北京']",0,FALSE
心理学家认为，每天凝望帅哥10分钟，健身效果相当于做30分钟有氧运动，持之以恒，平均寿命可延长四五年。。。,1,[],[],0,FALSE
“只要有需要，随时叫我”！数十位“熊猫大侠”来到武汉广场捐血点，他们有的向路人宣传献血常识，有的办理献血证发放纪念品为献血者服务，更多人挽袖献血。武汉稀有血型爱心之家成立16年来，无数Rh阴性血志愿者为患病同胞奉献热血，为他们点赞！|武汉·武汉...,0,[],"['雷锋精神', '两会—公益']",1,FALSE
年度致敬人物：中华医学会心血管病分会主任委员胡大一。他是中国心血管领域的泰斗，最早把有氧运动的理念和方法带到中国。他组建了中国第一个心内科、心外科密切结合的心脏病治疗中心。他是心血管疾病领域医术、医德、健康教育全方位当之无愧的领袖。健康中国2012盛典颁奖词：,0,[],['健康中国2012盛典'],1,FALSE
据青岛新闻网，顶着鲜艳黄花的黄瓜，通常在市场上受欢迎。但许多这样的黄瓜是用植物生长调节剂“扮嫩”的。有小贩爆料，黄瓜如果正常生长，采摘时早就谢，顶花黄瓜肯定是抹过药，甚至是避孕药配制的激素药。,1,['【“顶花”黄瓜或有猫腻，生长剂含避孕药】'],[],0,FALSE
你吃的蔓越莓、蓝莓、树莓、山莓、黑莓，都是什么“莓”？来看飞雪之灵的帖子：,0,[],[],1,FALSE
啤酒中含有植物雌激素已非新观点，最新研究指出，植物雌激素会抑制男性睾丸分泌睾丸酮。简单来讲，植物雌激素可能使男性肌肉力量减弱、体毛减少、胡须脱落、乳房和臀部发育等，这些变化将会使男人看上去越来越像女人。,1,['【请注意：男人啤酒喝多了会女性化】'],[],0,FALSE
深圳作家罗尔5岁爱女罗一笑，不幸患白血病。自称不愿占用公益资源，而选择“卖文”。某机构转载其微信文章，称每转发一次会捐出一元钱。但今天剧情反转，有网友爆料，称这是一场营销，目前深圳市民政部门介入。你怎么看？投票→,0,['【深圳女童患病父亲网文刷屏：罗一笑，你给我站住】'],[],1,FALSE
原发性肝癌，在我国是高发恶性肿瘤，致死率居高不下，而复发性肝癌，在肝癌手术后5年内发生率高达60%~70%，是临床研究中的难点。12月23日晚，《Cell》刊发了一项复发肝癌相关的重磅研究成果，复旦大学（中山医院）肝癌研究所樊嘉院士...,0,['【中山医院樊嘉团队“复发肝癌与免疫关系”重磅研究成果登《Cell》】'],[],1,FALSE
溯源还是要的，强大执行力之下乌鲁木齐一定会在最短时间内康复，一个月结束战斗，期待，加油。·__北漂的痞爷的微博视频,1,['【#乌鲁木齐可能污染的外环境均已消毒#：#乌鲁木齐食品污水等样品检测阴性#】'],[],0,FALSE
问下方大儿子？你妈被强奸没有怀孕是不是不算强奸？无效疫苗后果是不是害人性命？无效疫苗不是毒疫苗，不毒药还毒！你这个中国的败类，呼吁大家吃不健康转基因食品现在在这里发谬论是假疫苗不是害人的药！看着一肚子窝火！中国的败类！|常熟·明日...,0,[],['方舟子微博'],1,FALSE
Amanda值爱爆料：我们公司是移动公司的外包商，北京众信佳科技发展有限公司，拖欠员工工资，强制无偿加班，压榨劳动力，10月份的工资现在都没发，推卸责任说银行没有给我们打款，希望能借助媒体的力量让不知情的人能看清楚这个公司的内幕。,0,['【北京众信佳科技发展有限公司拖欠员工工资】'],['重庆曝光台'],1,FALSE
去年9月初时，微软宣布了收购诺基亚设备与服务部门的消息。如今7个多月过去了，所有法律程序、繁文缛节终于被通通搞定。在早些时候上线的一篇博客中，微软法律顾问BradSmith正式确认，这笔价值74.5亿美元的收购案将在4月25日画上最终的句点。,0,[],[],1,FALSE
快讯：华夏银行嘉定支行现遭到挤兑现在关门了！！！其中一储户损失1300万元！！！警民直通车-上海宣克炅,1,[],[],0,FALSE
就之前提到的清真飞机餐问题致电了中国南方航空，客服解释兰州西安宁夏西宁新疆出发的航班因餐食公司为全清真厨房的原因无法提供非清真餐，但前往上述地区的航班依然提供。作为国有企业，我能理解贵司为了民族与宗教团结所做出的努力，但也不应该以牺牲其他人的餐食自由为前提。|,0,[],[],1,FALSE
双11来了，优惠加码，全场包邮！1、5元红包来即领，满168再减10元，满598减50，2全场好礼送不停，青汁、狮王牙膏、护手霜满额就送3、整点抢免单、5个整点首位下单免单50%，1111元封顶！转发+关注日本零君抽三位200元内免单。进店抢：,0,[],[],1,FALSE
哎哟喂，才一天没看微博崔教授已经：1.把人华谊兄弟系股票弄了个跌停2.人民日报等官媒发布国税责令地税介入3.接了范冰冰本尊的道歉电话(范爷咋不接着范爷了呢早干嘛呢4.换了件彩虹衫再度接受了采访5.约见了无锡税务局这效率，恭喜C位重新出道！,0,[],['崔永元'],1,FALSE
方舟子真的一百天没有回来，我的承诺依然有效。中国电信预存话费送iphone4s，详情请登录中国电信官网。中国电信请为我撑腰！,1,[],[],0,FALSE
各大浏览器的崛起(和消亡)。月光博客,0,[],[],1,FALSE
让我说它那质量肯定是好的没得说。现在点我就有4核智能手机+2年话费。,0,[],['中国好神机'],1,FALSE
索尼今晨宣布破产！又一商业巨头倒闭了！反思！你还在传统行业中挣扎吗？就算营业额上涨了可利润是否下滑了，你该考虑改行了，你该顺应趋势了！与时俱进！！选择趋势才能选择未来。我在:2筼筜路,1,[],[],0,FALSE
今天凌晨，微博、朋友圈出现所谓“截图”，称央视新闻00:05就发出了天猫公布双十一00:12的成交额，并广为流传……我们的编辑瞬间就“不好了”。特此声明：我们是0:24发出的消息，究竟截图怎么回事，我们请该客户端发布者也出面说明情况。截图为证！小编请大家帮忙辟谣！,0,['【澄清】'],[],1,FALSE
我他妈今天才知道，我们一直有交卫生巾税。今年四月一日以前都是17%，现在13%。而印度去年七月取消了原本12%的卫生巾税。呵呵,1,[],[],0,FALSE
视频中的该名男子作为速运的快递员，擅自将装有抗击的口罩包裹拆封，并私下出售，这是一个企业该做的事儿吗？请顺丰集团顺丰官方客服尽快核实清楚，给公众一个交代！马文先生的微博视频,1,[],"['顺丰', '新型冠状病毒']",0,FALSE
曾成杰不是第一个被占财灭口的富豪。百亿身家北京建昊集团董事长袁宝璟留在世间的最后一句话“我不服，我要检举”，然后判死时他出堂就成这模样！知道那白围巾底下有什么秘密吗？你联想到了张志新？袁脖子底下至少勒着细钢丝，免得他当众说出啥秘密来。随后袁氏三兄弟一起被执行死刑，形同灭门。转,1,[],[],0,FALSE
据路透社12月9日报道，美国快餐行业巨头肯德基决定于下月在西藏自治区开设首家连锁店，餐厅大约540平方米。早在2004年肯德基就计划进驻西藏。当时达赖喇嘛写信给肯德基，要求他们放弃开设计划，理由是杀鸡是对动物的残害，西藏人很少人吃鸡和鱼。,0,['【西藏第一家肯德基明年开业】'],[],1,FALSE
Cartier自7月1日起，手表类上涨3%，首饰类上涨7%。简单明了一句话，要行动的，要放弃的，自行决定吧。奢华购_兰泊,1,[],['奢侈品调价'],0,FALSE
福州江南水都美域小区35号楼被曝震歪。开发商融侨集团请人检测之后，举行答辩会称：初步结论为楼体各项指标正常。福建省地质测绘院魏总工程师说“经过大致测算结果，大楼倾斜角度在正常范围内。居民看到的大楼严重倾斜可能和其站位及视觉角度有关系，因此还是要以仪器测算为准。”潘石屹，您怎么看？,1,[],[],0,FALSE
长期招聘淘宝兼职，时间地点不限，有意者可咨询我，QQ：123445569（加我请备注：兼职）,1,[],[],0,FALSE
如果马化滕先生确实是因为酗酒而引起心脏病发作的话，他自己当然要对自己的行为负责。但我想说的是：昨天和他一起喝酒特别是强灌他的酒友们，对他的去世你们没有责任吗？如果想想自己昨天硬灌了他几杯酒？当他说不喝的时候，诸位是劝停还是劝喝了？我奉劝所有强灌别人喝酒的人记住：住手与住口！,1,[],[],0,FALSE
5月19日，上海70家景点半价优惠！当天本市将有70家旅游景区（点）实行门票半价优惠政策，包括东方明珠、上海野生动物园、上海海洋水族馆、上海欢乐谷等～（上海发布）,0,[],[],1,FALSE
"胡同魂：2013年北京什刹海即将开始拆迁！16万平方米胡同被以数十亿元授权给拆毁""北京胡同之根""砖塔胡同的天恒集团进行开发.该项目总投资达83亿,天恒集团获得40亿贷款后还面向港商招商.今年什刹海即将“拆迁近百户”（涉及已经翻修一新的白米斜街和烟袋斜街）。",1,['【地产开发商近百亿资金改造北京什刹海】'],[],0,FALSE
每天学点儿心计学:推荐MV《南京1937》，向这样的艺人致敬！,1,[],[],0,FALSE
同事与男友分手，做出了一个很奇葩的举动，他登陆了男友的QQ，给好友里每一位女性发了一句话：我分手了，因为我发现我爱的是你！！这里面包括认识的不认识的同学同事朋友等等。发完后她淡定的退出，用自己的QQ给他前男友留了个言：作为前女友，我只能帮你到这了……... ,0,[],[],1,FALSE
拉面说：想成功，得有人拉一把。饺子说：脸皮不能太薄。窝头说：还是留个心眼好。虾说：大红之日，便是大悲之时。油条说：不受煎熬，不会成熟；总受煎熬，会成为老油条。这就是人生，成功的路上离不开贵人的帮助，名师的指点，朋友的理解，小人的刺激，家人的支持。人生不易且行且珍惜,0,[],[],1,FALSE
哪怕我们有99个理由要分开，但能不能为了那一个理由留下来。,0,[],[],1,FALSE
京城四少：内地有不少喜欢和女明星传绯闻的富二代，其中几个年轻帅气的被戏称为“京城四少”，即京城四少汪小菲、汪雨、王烁、王珂。汪小菲，“俏江南”集团老板张兰的独子，生活奢侈，喜爱名车。和章子怡传过绯闻，张雨绮曾经是其公开女友，目前已同台湾女星大S...O,1,[],[],0,FALSE
太穿越太欢乐了。各国君王代表队出场，导演杨洁致辞，剧组全体演员大联唱，唐舞，马德华小品，唐僧独唱，金池长老相声，赵丽蓉戏曲小品等节目，让你过足西游瘾。全集在线：【1987年...,0,['【《西游记》剧组齐天乐春节晚会3集在线】'],[],1,FALSE
谁谁谁--薛莉22:16发微博称：著名作家六六于2013年6月6日晚上21:00突发心脏病，被家人人送往上海长征医院抢救，最终因病情严重，抢救无效于当晚22:00宣告不治病逝！,1,['【求证】'],[],0,FALSE
网友说三年了，朋友从5个，变到7然后再变到9，心疼,0,[],[],1,FALSE
哈哈哈，笑疯了！看一次笑一次，根本停不下来,0,[],[],1,FALSE
跳进仙人掌里是种什么感觉？这位外国小哥体验了一下。。。（这里是美国）,0,[],[],1,FALSE
东北话版《泰坦尼克号》秒变乡村爱情啊哈哈哈，你俩嘎哈呢？憋扯犊子行不？,0,[],[],1,FALSE
??????：主人的数学肯定是体育老师教的……口水都流出来了。,0,[],['视界'],1,FALSE
心理学博士张怡筠：不管这个人再有钱，长得再帅，只要他喜欢抱怨，你赶快谢谢他，祝他一辈子幸福，并再也别跟他联系了,0,[],[],1,FALSE
去年12月21号为“七个作家”写的半年庆的文章，从这个公号开通，每天都有人在预言我们的消失，深海下满大雪殊为不易，我突然想到自己梦的含义：千万颗流星，虽然短暂，但却明亮。,0,[],[],1,FALSE
李白才是真正的预言家，，李白，你这么吊，你家人知道吗？,1,[],[],0,FALSE
又来一个凶残的！热门微博排行榜，我王一不小心占了三个位置胖兰你真是在用绳命屠榜！冯绍峰,0,[],['电视剧兰陵王'],1,FALSE
保罗沃克没死！！！！他还活着！！！那么出色的演员怎么会那么轻易死呢！！,1,[],[],0,FALSE
今天发了好多微博，别人都说我活跃像一个高仿，我不知道怎么回应这个，刚刚发了一个冰淇淋发带广告的，广告植入太严重，还有之前发的王者荣耀觉得这个游戏祸害了太多小朋友小学生了，我以后就不会发这种微博了今天刚刚到赛场和大家科普一下射箭运动的比赛一般射箭比赛为期7天第一天赛前练习检查器...c,0,[],[],1,FALSE
《涅槃经》中记载了一个公案：在波罗奈国有个屠夫，名叫广额，每天杀羊无数，后来见到舍利弗尊者，生起信敬之心，在一天一夜之中受持八关斋戒，以此因缘命终之后转生为北方毗沙门天王太子。持戒的功德是如此之大，因此持戒修行之人活着安乐、充实，死后也会更加幸福安宁，所以不枉得个人身。,0,[],[],1,FALSE
尼玛，太贱了！没有一点防备的二连击，绝逼友尽了。。,0,[],[],1,FALSE
榴莲，也许你都不知道榴莲是如何生长的，没见过榴莲花是多么娇艳动人。好奇博士,0,[],['涨姿势'],1,FALSE
哪怕恨到想杀了你最后还是想抱着你爱你痛就痛在这,0,[],[],1,FALSE
你最喜欢的超级英雄是哪一个？,0,[],[],1,FALSE
前方高能，蒙古的羊来了！完整讨论戳：虎扑的步行街的微博视频,1,[],['上虎扑关注步行街每日话题'],0,FALSE
八月六观音诞宜日行一善。提早出门。鼠勿粗心大意，牛利出门，忙碌，虎利签约，开会顺利，兔宜低调，多矛盾，龙宜把重要亊寫下来，蛇容易生气，馬容易破财，羊勿争论宜先耐心聆听，猴注意上司关糸，雞跑來跑去，琐碎事多，狗注意和伴侣不和，豬不宜張揭，慎言行。周一二上海，周三至周日广深州深圳香港,0,[],[],1,FALSE
据称已按照治安案件处理，拘留加罚款。1、是否强奸未遂？学刑法的都得承认证明故意很难，尤其面对一个言语不通又不敢刑讯逼供的家伙，所以一开始我就判断不可能按照强奸处理。2、应按照强制猥亵妇女罪处理，客观上已经在公共场所实施行为，在主观上当然伴随着认识。,0,['【北京宣武门外国人猥亵女子案】'],[],1,FALSE
今天下午，在渭南市华州区高塘镇政府院内发生一起跳楼事件。据知情者介绍，疑似一对六十多岁的老夫妻在寻求政府帮助时，不知何因？双双倒在镇政府楼下，生死不详。视频中，疑似一穿制服人拍照...求补充，求真相？陕西渭南公安渭南发布渭南宣传绪刚观天的...,0,['【渭南市华州区高塘镇有人从政府三楼跳下，生死不详】'],['绪刚说事'],1,FALSE
今天，我想向大家介绍几位少数民族的警察。,0,[],[],1,FALSE
全班29名男生为挽留唯一女生遭拒后集体自杀武汉科技大学2012级采矿班共30人，其中男生29人，惟一的女生是毫无争议的班花。而学期开学班花提出转业，29名男生集体写情书挽留班花，班花十分感动，但为了前途还是拒绝并转走了，酿成了此次集体自杀的悲剧O,1,['【社会生活】'],['十动然拒'],0,FALSE
网传俄罗斯为确保疫情期间民众待在室内，放出去500头狮子。太迷了吧，这么硬核，很俄罗斯，看起来都不像假新闻了，不过为什么不是熊呢？,1,[],['俄罗斯疫情'],0,FALSE
在这个高贵的国家里，菜贵伤民，菜贱伤农。是因为从农村到城里，一路路过了敌占区吗？,0,[],[],1,FALSE
近日网传一则视频称，江苏四名妇女轮流掌掴一名小保姆，小保姆来自农村，被打原因是给老人喂饭时老人嫌烫经查证，视频所反映事件于今年3月发生在江苏盐城市，被打者系一名未成年少女，打人者为被打者的前男友的现女友（有点绕），对该事件的具体处理结果可咨询盐城警方。平安江苏...c,0,[],['微博辟谣'],1,FALSE
朋友们远离穿这种图案服装的人，发给你的家人、爱人、朋友，如果见到请立即报警。,1,[],[],0,FALSE
不是…这群人是怎么想的…脑残？,1,[],['测绘仪被当成照相机砸掉'],0,FALSE
广州一中49届校友叶铭业上月在美寄信回校寻初恋：50届李淑琚。两人当年互定白首之约，惜造化弄人，他因战火被迫远走，她在信中说：我会等你。后叶老多次回穗寻找未获。他说，但求有生之年能再见她一面。现寻人仍无果，如有信息可私信本报！为了这份牵挂，扩散！,0,['【寻找初恋的越洋来信】'],['本报'],1,FALSE
今天开始，自由行赴韩游客所有新办理的多次往返签证有效期一律延长至五年。从去年11月，美国对中国游客签证有效期延长到10年起，加拿大、日本、韩国、澳大利亚等国都将中国游客签证有效期延长为3到10年不等。,0,['【一次签证多年有效多个国家“说走就走”】'],[],1,FALSE
这就是厨房，你看不是有个门能出去的嘛，出去那里打开的那个窗户就是卫生间的窗户，专业人士报大腿求设计！halou旧家,0,[],[],1,FALSE
今日资兴市交警大队几协警未开单据就扣走一台价只千元的旧摩托，赎车时粗算罚款保险得花二千来块钱。纳闷，豆腐岂能卖肉价？后发现交警队内有个卖旧车的小店，恍然大悟！原来你不赎它就卖。祝陈江警官，生意兴隆、财源广进！御史在途郴州市交通警察支队,1,['【豆腐能卖肉价钱】'],[],0,FALSE
李芊是中国最美医生，她在列车上帮孕妇生产，法官说是违法的，那在火车上广播找人是不是违法呢，那外地警察在火车上协助干警抓坏人是不是违法呢，那雷锋做了许多好事是不是不应该呢2233乡道,1,[],[],0,FALSE
急急急！刘晨光，男，4岁，12月31日在西安雁塔区被拐，家里非常着急，如果发现线索或者看到，请联系他父亲，手机：15902923234.请大家互转，每转一次，都有可能带来一次机会，相信好人有好报！,1,[],[],0,FALSE
