content,label,title,subtitle,category,predicted_label
法国 喷气 滑雪 冠军 FrankyZapata 发明 喷气 动力 悬浮 滑板 FlyboardAir 最高 能飞 超过 10 000 英尺 时速 可达 150 千米 小时 震惊 全世界 有木有 一种 外星 技术 入侵 感脚 美国 疯传,0,“飞行滑板”真的可以带你上天！,#空行飞行器#,科技,0
教 吃货 几款 小 零食 自制 方法 动手 丰衣足食 ~ 起来 新技能 get,0,,,科技,0
一不小心 删错 还 回收站 清空 三步 找回 删掉 清空 回收站 东西 实用 小 百科 转,1,误删资料，该怎么恢复？,,科技,1
酸辣粉 9 不同 做法 赶紧 get 起来 转需,0,,,科技,0
无人驾驶 汽车 5G 通信 技术 虚拟现实 摄像机 虚拟 试衣 镜 多功能 机器人 … 乌镇 互联网 之光 博览会 人们 展现 互联网 无限 可能 白墙 黛瓦 千年 古镇 遇上 互联网 传统 现代 交融 神奇 画卷 人 无尽 想象 最 感兴趣,0,"这些博览会上的""神器""你知道都做干什么的吗？[酷]",#第二届乌镇世界互联网大会#,科技,0
浪浪 真的 开启 微博可 查看 最近 访客 功能 via 丁一晨 DYC,1,,,科技,1
有人 说 微博上 两种 特别 人 会 所有 微博 都 看 完 包括 评论 内容 会 时刻 关注 微博 更新 从来 都 不会 留言 第一种 默默 喜欢 人 第二种 恨 入骨 人 人马 上 都 会 现身 传说 几天 微博 会 访客 记录 到时候 不用 活 ~,1,,,科技,1
2020AIIA 人工智能 开发者 大会 9 月 28 日至 29 日 中关村 举行 2020 中国 绿 公司 年会 9 月 28 日至 30 日 海口 举办 第二届 民航 通航 发展 大会 9 月 28 日至 29 日 太原 召开 统计局 9 月 30 日 公布 中国 采购 经理 指数 月度 报告 阿里巴巴 9 月 30 日 召开 年度 股东大会,0,,,科技,0
罗 昌平 新冠 疫情 以来 几位 院士 丑态百出 谎话 连篇 门外汉 客串 公关 念错 稿子 感觉 院士 名额 既利 集团 分 猪肉 得来 屠 呦 呦 先生 拿过 诺贝尔 医学奖 科研经费 分配 可能 吃亏 晚节 头衔 更 重要 不要,1,,,科技,0
预计 功能 后 会 出现 以下 不 和谐 现象 1 男女 盆友 发现 答应 ta 不再 来往 人 竟 还 微博上 频繁 互动 2 原本 微博当 吐 槽 树洞 吐 槽 对象 共同 朋友 滴 微博上 顺藤摸瓜 抓到 3 穿 马甲 开 微博 失效 访客 做 实名 认证 4 大家 群体 呼吁 微博 请留 一点 … 点评  最近 访客,1,,#最近访客#,科技,1
预计 功能 后 会 出现 以下 不 和谐 现象 1 男女 盆友 发现 答应 ta 不再 来往 人 竟 还 微博上 频繁 互动 2 原本 微博当 吐 槽 树洞 吐 槽 对象 共同 朋友 滴 微博上 顺藤摸瓜 抓到 3 穿 马甲 开 微博 失效 访客 做 实名 认证 4 大家 群体 呼吁 微博 请留 一点 … 点评,1,,#最近访客#,科技,1
一分钟 酸奶 蛋糕 简单 易学 吃货 快 get 起来 ~,0,,,科技,0
新版 微博 个人主页 两天 上线 包括 访客 到访 转发 评论 次数 新 功能 参考 图 如下 来自 AlvinShing,1,,,科技,1
嫌 家 网速慢 调 拦 5 分钟 搞定 转 推荐 关注 生活 点点通,1,,,科技,0
这是 宁波 东部 新城 门户 区 2B U 地块 即将 落成 西班牙 设计师 超现实 作品 主刀 结构设计 设计 央视 大 裤衩 结构 工程师 绝对 技术 帝 解决 会 拐弯 电梯 地产 人 评语 技术难题 不 可怕 可怕 难题 竟然 攻破 亲 上班 会 害怕 by 徐 明达 FC,1,劲爆：宁波劈腿楼。。。,,科技,1
真神 俄罗斯 机器人 拍 英勇 拯救 一名 贪玩 小女孩 免于 置物架 压伤 ~ 此举 引爆 网络 机器 人力 MAX 厉害 厉害 真神 俄罗,0,,,科技,1
山东 第一 医科大学 华为技术有限公司 签署 战略 合作 协议 华为 加入 加快 5G 物 联网 大 数据 人工智能 新 技术 教育 教学 科学研究 医疗 服务 中 融合 应用 尽快 建立 一套 能够 集 智慧 教学 智慧 科研 智慧 医疗 智慧 管理 一体 现代 信息化 应用 体系 保障 校 院 各项事业 高质量 快速 发展 具有 重要 意义,0,,,科技,0
中国电信 5GSA 规模 商用 截至 目前 累计 开通 超过 32 万个 5G 站点 覆盖 300 多个 城市 已 建成 全球 最大 共建 共享 5G 网络 中国电信 聚焦 客户 细分 领域 打造 5G 定制 网 中国电信 还 发布 科技 创新 行动计划 云 终端 计划 中 推出 999 元 5G 云 手机 … … 全文,0,,,科技,0
飞机 失联 美国 得知 消息 四个 小时 之后 出动 军事力量 今天 美国国防部 宣布 派出 平克尼号 驱逐舰 一架 P 3C 猎户座 侦察机 帮助 搜救 马航 失联 客机 中国 至今 没有 空军 海军 参与 救援 消息 新闻报道 都 少 可怜 知道 飞机 上 坐 154 名 活生生 中国 人 美国 人 三个 悲哀 真 TMD 悲哀,1,,,军事,1
视频 中 残酷 殴打 市民 特勤 说 保安 事实上 并非 公司 保安 所谓 特勤 军队 公安部门 执行 特殊任务 人员 通常 见到 都 公安部门 特勤 大队 成员 主要 用来 反恐 或维稳 成员 构成 非常复杂 长官 做出 好 表现 以求 职业 前景 往往 警察 残忍 百倍 O 网页 链接,1,,,军事,1
今天 重大事件 求证 日本 最新 宙斯 盾级 足 柄 号 驱逐舰 当场 击中 沉没 金刚 号 严重 受创 白 根号 护卫舰 返航 途中 沉没 中国 海军 徐州 号 受创 海监 船 当场 沉没 一艘 潜艇 安全 返航 目前 双方 人员伤亡 情况不明 钓鱼岛 已 中国 军队 控制 中国 东海舰队 福建 军区 已 进入 紧急 战备 状态,1,,,军事,1
英国 报道 埃 尔多 安说 希望 透过 明日 登场 巴黎 气候 会议 上 普京 面对面 沟通 解决问题 警告 普京 不要 玩火 俄方 强调 埃 尔多 安 要求 见面 之前 普京 希望 土耳其 先 道歉 凤凰网,0,土耳其总统再呛声警告普京“不要玩火”,#土耳其击落俄军机#,军事,0
小时候 忽悠 号召 学赖宁 后来 发现 官 二代 森林 里 玩 火把 玩死 号召 学 刘胡兰 后来 发现 红军 连长 小 三 原来 养小三是 传统 号召 学 邱少云 后来 发现 早已 机枪 打死 死 人才 一动不动 英雄 无关 人 本能,1,,,军事,1
国防部 发布 12 月 10 日 凌晨 美军 两架 B 52 战略 轰炸机 擅自 进入 中国 南沙群岛 岛礁 邻近 空域 中国 守礁 部队 美军 机 予以 警告 驱离 美方 所作所为 一种 严重 军事挑衅 行为 另据 外媒 美方 辩解 称 没有 飞 南海 岛礁 12 海里 内 想法,0,美轰炸机闯中国南海国防部：是严重的军事挑衅行为,,军事,0
4 月 20 日 习近平 主席 乘专机 进入 巴基斯坦 领空 巴方 枭 龙 战机 编队 护航 央视 记者 王宇波,0,央视独家视频：巴基斯坦枭龙战机编队为习近平专机护航,#V观习主席出访#,军事,0
ISIS 控制区 边界 刷 上 一层 厚厚的 猪油 跑 不 出来 再 集中 火力 歼灭 最高 司令官,0,,,军事,0
ISIS 到底 组织 五分钟 科普 动画 带 快速 了解,0,,,军事,0
板门店 谈判 前 彭德怀 要求 铁原 挡住 美军 两周 63 军 3 万多 人 只 剩 1 千多 人 上甘岭 美军 佯攻 实则 优势 火炮 集中 歼灭 美军 伤亡 少数 志愿军 遗尸 37000 视频 传到 美国 内 引发 反战 浪潮 美 民众 议员 大骂 美军 屠夫 直接 促成 停战 谈判 转薛 蛮子 作家 崔成 浩 袁 腾飞,1,加速韩战停战原因之一,,军事,1
水上 水上 不行 空中 空中 不行 啧啧 嘶 … … 惊起 蛙声 一片,0,,#台湾新竹空军基地内直升机坠落#,军事,0
内部 透露 李天 一案 女主角 撤销 控诉 已达成 和解 意向 因李 天一 未满 18 岁 当时 已经 醉酒 诉讼 重判 可能性 极低 记李 天一 4 名 嫌疑人 家长 奔走 最终 联系 上 女孩 父母 进行 长谈 受害人 最终 得到 极大 物质 补偿 包括 落实 北京 户口 工作 一套 房产,1,法律再次被践踏,,军事,1
今天上午 广州火车站 2 清江 大道 O 网页 链接,1,,,军事,1
演唱 殷秀梅 女士 蒋大为 先生 都 美利坚合众国 公民 美国 国籍 两个 现役 中国 大陆 军人 只能 说 他妈的 太 搞笑,1,,,军事,1
转发 澳大利亚 朋友 刚刚 来信 飞机 找到 澳大利亚 佩斯 方向 公海 残片 打捞 主要 部件 确认 无疑 MH370 放弃 转而 找 黑匣子 驾驶舱 录音器 澳 海军 已派艇 过去 2 日本,1,,,军事,1
救 性命 陪 余生 汶川 地震 19 岁 兵哥哥 救出 12 岁 女孩 10 年 后 女孩 娶 回家 军人 之家 微博 视频,1,,#中国军事#,军事,1
7 月 25 日 贵州 榕江县 长 公安局长 带领 武警 特警 400 余人 车江乡 某村 非法 征地 不料 千名 村民 操 镰刀 锄头 粪桶 对抗 县长 妇女 泼 满 大粪 不少 武警 变得 臭不可闻 现场 杀声 震天 犹如 未日 星球大战,1,县长领兵来征地，逐被村妇猛泼粪,,军事,1
人民日报 法国电视台 BFMTV 报道 枪手 喊出 叙利亚 话语 目击者 称 开枪 前 枪手 高喊 真主 伟大 CNN 一名 被捕 枪手 称 3 人 来自 叙利亚 目前 还 没有 组织 声称 对此 事件 负责 新浪 新闻 正 播报 最新 情况,0,袭击者高喊“真主伟大”“为了叙利亚”,,军事,0
事实上 昨天晚上 才 做 梦 梦到 老天 自有 安排 今天 听说 南坪 宏声 广场 发生 枪案 士兵 都 包围起来 现在 只能 说 老天 自有 安排 淡定 !,1,,,军事,1
高 军 军区 副司令 很 牛 逼 儿子 境外 药迷性 侵 女士 老沉,1,,,军事,1
上 世纪 30 年代 末 纳粹德国 迫害 近 3 万 犹太 难民 来到 上海 受到 中国 人民 同情 帮助 犹太 难民 伊 芙琳 对此 充满 感激 中国 人 非常 友好 知道 中国 人 战争 中 犹太人 受压迫 更 厉害 依然 尽全力 帮助,0,二战犹太难民：那个年代，中国人被压迫，还在帮我们,,军事,1
推测 MH370 越南 空军 击落 残骸 目前 应该 越南 领海 理 一下 脉络 MH370 中途 发现 电子 故障 准备 返航 误入 越南 领空 越南 空军 喊话 对方 电子 故障 无法 应答 三亚 空管 核实 对方 回复 没有 航班 越南 空军 击落 后 发现 酿成 大错 频繁 发布 假消息 扰乱 视听,1,,,军事,0
叙利亚 民兵组织 发布 伪 斩首 视频 视频 中 民兵 IS 士兵 表示 行刑 最后 却 放下 枪 随后 身穿 伊斯兰教 袍 伊玛目 来到 战俘 面前 教诲 不是 政策 真正 穆斯林 不是 魔鬼,0,叙民兵组织枪毙IS战俘时收手,,军事,0
今年 蛮 拼 上半年 去 中途岛 号 航母 下半年 去 珍珠港 很 遗憾 珍珠港 没 登上 密苏里 号 战舰 理由 竟是 拒绝 中国 人 参观 美国 人 纪念 烈士 地方 曾经 多个 中国 旅行团 里面 说说笑笑 多次 警告 无效 只好 取消 中国 人 参观 资格 中国 人能 安静下来 学会 聆听 学会 感受 学会 静修,1,,,军事,0
飞机 失联 美国 得知 消息 四个 小时 之后 出动 军事力量 今天 美国国防部 宣布 派出 平克尼号 驱逐舰 一架 P 3C 猎户座 侦察机 帮助 搜救 马航 失联 客机 中国 至今 没有 空军 海军 参与 救援 消息 新闻报道 都 少 可怜 知道 飞机 上 坐 154 名 活生生 中国 人 美国 人 三个 悲哀 真 TMD 悲哀,1,,,军事,1
路透社 刚刚 消息 称 当地 时间 21 日 美国商务部 公布 一份 所谓 军方 关联 中国 俄罗斯 实体 清单 限制 购买 一系列 美国 商品 技术 报道 称 这份 清单 提到 103 实体 包括 45 家 俄罗斯 实体 58 家 中国 实体 全文,0,对中俄捆绑打压！#美商务部公布所谓与军方有关联实体清单#，103家中俄实体在列,#美商务部公布所谓与军方有关联实体清单#,军事,0
陈 一发 儿 直播 中 中华民族 伤痕 调侃 南京大屠杀 直播 中 嬉皮笑脸 唱 东三省 不保 鸦片战争 南京大屠杀 日本 刀 好 快 网友 翻到 以前 微博 发 过激 言论 千万 粉丝 主播 真的 好,0,,,军事,1
最新消息 中 美 贸易战 停火 止战 威海 幸福 广场,1,,,军事,1
美国 潜艇 俄罗斯 核潜艇 阿拉斯加 发生 冲突,1,,,军事,1
习近平 今天 中午 抵达 伊斯兰堡 巴基斯坦 进行 国事访问 习近平 波音 747 专机 进入 巴基斯坦 领空 后 巴方 出动 枭龙 战机 编队 护航 详见,0,巴基斯坦枭龙战机为习近平护航,,军事,0
2608 一名 巴勒斯坦 自杀 炸弹 手 进行 恐怖 攻击 时 以色列 士兵 即时 射杀 回教徒 取回 尸体 后 迫不急待 利用 死者 尸体 进行 示威抗议 却 没有 杀手 身上 爆炸 装置 除掉 发生,1,,,军事,1
死 人 死 人 砸坏 花花草草 不好,0,,#台湾新竹空军基地内直升机坠落#,军事,1
韩联社 消息 韩国 海军 今日 下午 2 时 46 分许 越过 半岛 西部 海域 北方 界线 NLL 中国 渔船 进行 示警 射击 报道 称遭 射击 中国 渔船 渔政 船,0,韩军向中国渔船射击称其侵犯领海,#突发#,军事,1
這 強國 法律 ! 李雙江 之子 李 天一 強姦 罪 拘捕 李 76 人律 師團 領隊 法律 大學 副 校長 張愛國 教授 對 媒體 表示 李 天一 因是 第一 個 與 被害 女子 發生關 係 不構 成輪 姦罪 以判罰 較 輕 強姦 罪 批捕 這是律 師團 所有 成員 共同努力 結果 強國 輪姦 都 第一 個 上 原文 地址 O 网页 链接,1,,,军事,1
九一八事变 发生 后 9 月 19 日 凌晨 一点 张学良 不向 蒋介石 报告 直接 下达 不 抵抗 命令 12 月 21 日 日本 关东军 进攻 锦州 蒋介石 多次 电令 张学良 抵抗 坚守 锦州 国民政府 解决 九一八事变 争取时间 张学良 却 再次 下达 不 抵抗 命令 东北 彻底 丢失,1,,#香港唯一抗日烈士纪念碑遭破坏#,军事,1
O 网页 链接 ISIS 残害 人质 特别 美国 人质 暴行 奥巴马 总统 誓言 绳之以法 本周 三 已 国会 正式 提案 海豹 SEAL 突击队 实施 地面 斩首 避免 滥杀无辜 美军 高新技术 识别 普通人 持枪 目标 差别 ISIS 极端分子 夜间 空对地 精准 打击 看 视频 目标 无处藏身 一个个 定点 清除,1,,,军事,0
零下 27 度 泅水 渡河 听党 指挥 军队 真 威武 二 刚 出版 2013 新华字典 释义 中 已 无 自由 词,1,今天知道了两个事情,,军事,1
灾后 四天 才 潮南 救灾 人民解放军 部队 真他妈 生意人 受灾 民众 说 武警 救灾 每人 200 元 不 给钱 不 救援 闲坐 汽艇 不 借人 更 可笑 部队 救援 物资 用钱 买 PS 难怪 说 多难兴邦 国难 发财 via 潮汕 大 县令 惠来 微博 潮汕 之窗 汕头市 政府 应急 办 汕头市 潮南区 星辉 影院 林健锋,1,,,军事,1
北京 消息 双方 已达成 和解 意向 因李 未满 18 当时 已 醉酒 经李 天一 4 名 嫌疑人 家长 奔走 最终 联系 上 女孩 父母 进行 长谈 受害人 最终 得到 极大 物质 补偿 落实 北京 户口 工作 一套 房产 真的 权钱 再次 战胜 法律,1,峰回路转！李天一案受害人撤销控诉！,,军事,1
抗战 时 国军 新兵 枪 同伴 收 起来 以为 枪 没 一身 冷汗 天黑 摸 鬼子 阵地 干死 几个 鬼子 3 支 步枪 挺 机枪 往回 跑 回 跑 过程 中 竟然 还 击毙 8 名 日本鬼子 这次 私下 行动 一共 打伤 打死 23 名 鬼子 简直 奇迹 后来 授予 青天白日 奖章 此人 中国 特种兵 始祖 转,1,中国特种兵,,军事,1
1938 年 袁国平 赴 皖南 叶挺 项英 一起 指挥 新四军 深入敌后 游击 作战 期间 写 家书 愿以 最后 一滴 血 贡献 国家 民族 1941 年 皖南事变 袁国平 不 连累 战友 突围 饮弹自尽 壮烈牺牲 重读 抗战 家书 英雄 致敬,0,今天，来重读这位英雄的#抗战家书#,#抗战家书#,军事,1
真的 开火 ! ! 五星红旗 首战 领先 ! !,1,,#钓鱼岛#,军事,1
白岩松 究竟 想 干嘛 ---- 挺 一定 挺,1,,,教育考试,0
女孩 名叫 刘 海燕 20 岁 湖南 常德 人以 698 分 考入 美国哈佛大学 美国 举行 全国 学术论坛 第一名 夺冠 回国 师姐 日常 秒 拍 视频,1,,,教育考试,0
目前 针对 袭击 伤害 小学 幼儿园 案件 增多 幼儿园 打出 横幅 冤有头 债有主 前面 右转 政府,1,,,教育考试,0
信阳 教育部门 严禁 各县区 严格 保证 中小学 寒假 放假 时间 统一安排 放假 开学 时间 不得 随意 变更 信息 发出 后 得到 多名 学生 集体 短信 电话 反应 学校 未 遵守 教育部门 要求 希望 教育部门 督促 各校 展开 全文 c,0,多名信阳高中学生集体反应信阳各高中学校未重视《信阳市教育局要求严禁假期补课要求》,#信阳身边事#,教育考试,0
帮忙 转 一下 一名 北京 三中 学生 谢露 13 岁 消失 几天 爸爸 号码 186 1109 8634 182 1018 3168 爱心 接力 好友 都 帮 忙 转下 必有 好 报,1,,,教育考试,1
中 美 不同 教育 方式 教育 进展 国际 评估 组织 调查 显示 21 调查 国家 中 中国 孩子 计算能力 排名 第一 想象力 排名 倒数 第一 创造力 排名 倒数 第五 中国 中小学生 中 认为 好奇心 想象力 只 占 4.7% 希望 培养 想象力 创造力 只 占 14.9%,1,,,教育考试,0
或许 正义 误解 孕妇 刺 Ytt 发 博文 中 常见 正义 两个 字 正义 代表 人类 社会 普遍认为 崇高 价值 主要 指 具有 公正性 合理性 观点 政治 法律 道德 领域 中 是非 善恶 作出 肯定 判断 法律 实现 正义 重要 手段 正义 最低 要求 限制 任意 暴力 正义 反义 展开 全文 c,0,,,教育考试,0
12 月 17 号 凌晨 一点 左右 济南 新 泺 大街 齐鲁 师范学院 高新 校区 3 号楼 402 女宿舍 内 发生 一起 三个 女生 女生 实施 暴力 打架 事件 导致 女生 裸体 坠楼 身亡 ! 女孩 坠楼 时 一丝不挂 尸体 满身 伤痕 淤青 脖子 掐 痕 事发 当晚 楼道 内有 大声 展开 全文 c,0,震惊!济南高校一女大学生裸体坠楼身亡，尸体满身伤痕淤青,,教育考试,1
7 岁 幼女 遭 班主任 强奸 下体 大出血 躺 手术 床上 疼痛 呼喊 嘶声裂 肺 究竟 国家 才能 培养 出 万恶 畜生 这名 畜生 老师 不 枪毙 教育 救 幼女 哭喊声 社会 控诉 O 网页 链接,1,7岁幼女遭老师强奸大出血,,教育考试,1
足球 巨星 罗纳尔多 今天 京 表示 计划 未来 两年 中国 开办 30 国际 足球学校 学校 贫困 儿童 打开 足球 圆梦 门 提供 免费 学习 机会 表示 希望 足球学校 能为 中国 问鼎 世界杯 做出 贡献 跟着 巨星 学 足球 酷酷 哒 央视 记者 李墨白,0,[围观]“外星人”拟在中国办30所足球学校：希望中国问鼎世界杯,,教育考试,0
完全 没有 见过 培训 机构 中安 专升本 居然 交过 钱 之后 事 问 老师 开学 签 协议 压根 不 回复 气死人 简直,0,,,教育考试,0
德国 女孩 萨布瑞亚 12 岁 失明 不懈努力 考入 波恩大学 毕业 后 来到 西藏 拉萨 发现 拉萨 1 万多名 盲人 发明 藏 盲文 创立 西藏 第一所 盲人 学校 拉萨 唯一 盲童 学校 孩子 免费 接受 教育 … … 图片 中 微笑 天使 感到 羞愧 GDP 公款消费 数千亿 却 失明 孩子 丢,1,,,教育考试,0
广州 贵族学校 外教 老师 学生 客厅 上演 老师 学校 开除 目前 已 回到 英国,1,,#欧美爱情动作片#,教育考试,0
湖北 武汉 市 少先队 总队长 五道 杠 黄艺博 小朋友 如同 一道 炫目 闪电 轰动 全国 绝非 偶然 4 月 1 日 武汉 建乐村 小学 小小 交警队 同学 穿着 标准 交警 制服 整齐 列队 敬礼 迎接 乘坐 本田 轿车 领导 到校 视察 培养 奴才 领导 服务 武汉 孩子 抓起 ~ 乐活 武汉 武汉 同城会 武汉 校园 三镇 武汉,1,,,教育考试,1
有个 北邮 同学 翻墙 次数 过多 学校 网络 中心 追踪 抓住 系统 自动 发 喝茶 通知 北邮 网络 中心 不愧 高校 中 战斗机 大学生 讲坛 隆裕太后 左小祖咒,1,,,教育考试,1
近日 长沙 望城 第一 中学教师 严文 鸳 收到 名为 啊哈 网友 微信加 好友 请求 陌生 好友 先问 是否 还 望城 一中 任教 随即 转账 5000 元 备注 若有 贫困学生 请 资助 对方 称 曾 差生 感恩 严 老师 多年 前 帮助 一手 Video 秒 拍 视频,0,,,教育考试,0
浙江 师友 通报 台州 黄岩区 院桥 中学 初二 男 本周 琐事 纠纷 持刀 三个 初三 学生 捅 死 省委 宣传部 封锁 媒体 不准 报道 中学 有恃无恐 不 疏导 学生 情绪 反而 控制 威胁 学生 请问 宣传部 追问 教育 危机 难道 粉饰 盛世 门面 继续 唱赞歌 更 重要 掩盖真相 能维稳 到底,1,维稳机制保怪胎,,教育考试,1
江湖 刀姐 全国政协 委员 王平 建向 党中央 建议 取消 录取 农村 小孩 上 大学 资格 不 鼓励 农村 小孩 上 大学 认为 农村 孩子 身上 很多 坏毛病 农村 孩子 上 大学 城市 孩子 会 影响 城市 孩子 变坏 中央 必须 采取 行政 手段 禁止 农村 小孩 上 大学 … 农村 人 身上 很多 坏毛病 文化 城里人 都 忍受 不了,1,,,教育考试,1
近日 网 曝 福建 宁德 特殊教育 学校 女老师 殴打 残疾 学生 宁德市 教育局 视频 情况 基本 属实 事因 孩子 吃零食 未 打扫 不 听从 新任 老师 管教 还 欲 老师 老师 后来 情绪 失控 双方 发生争执 接下来 会 老师 严肃处理 目前 还 调查 中,0,官方回应#老师殴打残疾学生起因#：学生吃零食未打扫，双方发生争执[吃惊],#老师殴打残疾学生起因#,教育考试,0
调查 显示 韩国 成年人 年 平均 阅读 量 9.2 中国 两倍 日本 18 美国 25 本有 很大 差距 韩国 全民 阅读 重要 国家 战略 采取 多种 措施 大力推广 全民 阅读 活动,0,韩国人均读书9本仍觉不足大力推行全民阅读,#我们读书吧#,教育考试,0
明世 教育 机构 专升本 骗子 机构 大家 千万 不要 上当 字眼 协议 套路 贷款 上课 不 退款 前期 误导 宣传,0,,,教育考试,0
老外 汉语 四六级 听力 难度 醉,0,,,教育考试,0
全国政协 委员 王平 建向 党中央 建议 取消 录取 农村 小孩 上 大学 资格 不 鼓励 农村 孩子 上 大学 认为 农村 孩子 身上 很多 坏毛病 农村 孩子 上 大学 城市 孩子 会 影响 城市 孩子 会 变坏 中央 必须 采取 行政 手段 禁止 农村 孩子 上 大学 农村 人 身上 很多 坏毛病 文化 城里人 都 忍受 不了,1,委员如此无德,,教育考试,1
朋友 想不到 事会 发生 朋友 身上 高考 分数 真的 掉包 却 查找 不 出 原因 现在 只求 大家 看到 能够 帮忙 转发 还 公道 各界 好心 人士 本人 杨 婷婷 惠安 一中 2013 年 高考 文科 考生 考生 号 13350521110113 准考证号 152101101 现向 各界 正义 爱心 人士 说 说 本人 高考,1,,,教育考试,1
猫 仔大丹 高三 春节 后 继续 谢谢 寄给 甘孜藏族自治州 石渠县 长沙 贡马 乡 小学 邮编 627350 校长 达洼收 18923491809 猫 仔大丹 高三 请问 下 现在 还收 兰秦 捐钱 不收 谢谢 瘋 瘋 瘋 雙小 回复 Q apple 妈妈 专用 捐给 钱 发涨,1,,,教育考试,1
网传 开封市 小学 体育老师 经常 虐打 男生 乱摸 女生 还 威胁 学生 不准 告诉 家长 家长 知道 后 非常 生气,1,,,教育考试,0
朋友 捡 粗心 小朋友 高考 准考证 认识 通知 下 耽误 高考 大事 白娅倩 考点 市 一中 考场 013 座 号 11 准考证号 204101311 请 大家 帮忙 互相 转发 耽误 孩子 高考 联系电话 138 3046 8131 转发 一下 上海 考生 达 人 东方 体育 日报,1,,,教育考试,1
今天 四六级 开考 请 再次 检查 准考证 身份证 学生证 2B 铅笔 黑色 签字笔 … … 带上 实力 带上 信心 带上 笑容 一次 加油,0,迎战四六级，必过！[撒花],,教育考试,1
胡建银 得发 一下 高考 福建 切线 公布 本一 理工 490 文史 551 本二 理工 378 文史 446 更正 见图 2 3 最新消息 福建 文理科 状元 都 福建人 并非 网传 河北 高考 移民,0,,,教育考试,1
全国政协 委员 王平 建向 党中央 建议 取消 录取 农村 小孩 上 大学 资格 不 鼓励 农村 小孩 上 大学 认为 农村 孩子 身上 很多 坏毛病 农村 孩子 上 大学 城市 孩子 会 影响 城市 孩子 变坏 中央 必须 采取 行政 手段 禁止 农村 小孩 上 大学 … 农村 人 身上 很多 坏毛病 文化 城里人 都 忍受 不了 历史 断片,1,,,教育考试,1
寻人 启示 上海市 奉贤区 实验 小学 张静杰 求转 求 帮忙 图片 中 三岁 小男孩 世纪 家园 人 拐走 监控 上 看 一名 四十多岁 男子 拐走 现在 大人 急 疯 知情者 请 告知 万分 感谢 联系人 张静杰 13759695559O 网页 链接,1,,,教育考试,1
实拍 X 大学 国际 学生 发放 助学 补贴 半年 三万 领取 人 签名 都 不会 摁 手印 后 钱 扬长而去 令 国民 特别 辍学生 情 何以堪 … … 苦 北京 三里河 尉校 八苑 西 微博 视频,1,,,教育考试,0
